# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:53:01 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-11-04 00:00:00 PDT,+9600.65+0.656102j,-0+0j,+761904+53675.2j,+0+0j,+0+0j,+0+0j,+761660+50479.6j,+5600.28+0.287619j,-0+0j,+755884+48345.1j,+0+0j,-0+0j,+313056+11246.8j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43116.1+21599.9j,+0+0j,+43123.9+21587.3j,+1.46156e-06+1.20365e-05j,-0+0j,+1.43442e-06+1.20337e-05j,+0+0j,+1.41839e-06+1.20598e-05j,+0+0j,+0+0j,+0+0j,+1.41391e-06+1.20235e-05j,+1.42245e-06+1.20331e-05j,+1.45213e-06+1.21008e-05j,+0+0j,+0+0j,+28220+9871.91j,+225868-31485.3j,-0+0j,+28223.4+9853.11j,+7210.69+0.694522j,-0+0j,+225704-31725.7j,+42922.2+21485.1j,+182619-53453.5j,-0+0j,+182543-53573j,+0+0j,+75115.3+53666.3j,+70326.3-132239j,+31693.1-132317j,+31633.8-132374j,+31566.3-132443j,+442019+32567.9j,+441885+31853.5j,+12039.9+2.85373j,+429746+31399.8j,+12040.6+1.27052j,+32174+9840.57j,+396975+19840.8j,+11161.3+1.28098j,-1.8326e-06-6.57661e-06j,-0+0j,+241611-176905j,+38348.4+133106j,+0+0j,+0+0j,+0+0j,-0+0j,+241122-177637j,+0+0j,+0+0j,+56306.8-218441j,+99148.7-34502.7j,+30178.7-218878j,-1.12054e-09+3.03015e-09j,+30125.6-218982j,+435.12-219416j,+240.102-219853j,-0+0j,+120.918-220097j,+0+0j,+93380.2-34974.6j,-0+0j,+62643.6-35250.4j,+42709.5-35404.3j,+19880.4+42.7243j,-0+0j,+19879.8+23.2345j,-0+0j,+19882.7+4.91127j,+11551.1+1.08818j,+24279.2+0.630489j,+24277.5+0.600982j,-4.75014e-06+1.08385e-05j,-4.75421e-06+1.08362e-05j,-0+0j,+13934.1+133019j,+0+0j,+0+0j,+44860.4+30.7749j,-30965.7+132961j,+22812.1+12.2511j,-0+0j,-31069.7+132926j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+269557-12261j,+771942+57701.2j,+442226+33978.9j,+280081-42889.7j,+13995.8+133063j
2016-11-05 09:00:00 PDT,+8420.5+0.502235j,+0+0j,+567550-426444j,+0+0j,+0+0j,+0+0j,+567747-429532j,+3900.14+0.137227j,+0+0j,+563970-431587j,+0+0j,+0+0j,+244760-161503j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44419.3+22230.8j,+0+0j,+44409.1+22230.6j,+3.84816e-06+1.02483e-05j,+0+0j,+3.83799e-06+1.02696e-05j,+0+0j,+3.83431e-06+1.02668e-05j,+0+0j,+0+0j,+0+0j,+3.81858e-06+1.02692e-05j,+3.8064e-06+1.02531e-05j,+3.77466e-06+1.02294e-05j,+0+0j,+0+0j,+15692.6-21408.7j,+174124-170087j,+0+0j,+15689.3-21433j,+5780.42+0.430562j,+0+0j,+173982-170337j,+44539.9+22294.8j,+129300-192883j,+0+0j,+129227-193069j,+0+0j,+78203.2+55873.1j,+25752.8-211302j,-1684.55-211506j,-1821.08-211707j,-1967.55-211917j,+319227-274709j,+319231-275539j,+11419.8+2.51266j,+307802-276054j,+11420.5+1.10283j,+19840.6-21524.8j,+287368-256276j,+9940.96+0.972893j,-7.5288e-06+1.40737e-05j,+0+0j,+175000-421022j,+38265.6+214153j,+0+0j,+0+0j,+0+0j,+0+0j,+173932-422449j,+0+0j,+0+0j,+35369.4-233257j,+61276.2-101584j,+20058.1-233726j,-2.28866e-09+1.79183e-09j,+20002-233842j,+481.524-234328j,+257.425-234817j,+0+0j,+129.513-235084j,+0+0j,+56987.6-102072j,+0+0j,+36075.9-102372j,+19035-102562j,+16878.2+39.2757j,+0+0j,+16878.8+20.6339j,+0+0j,+16881.9+3.37156j,+10320.8+0.807996j,+10032.5-3.53437j,+10031.9-2.3193j,-1.87058e-06+5.39448e-06j,-1.84539e-06+5.43173e-06j,+0+0j,+27862+213784j,+0+0j,+0+0j,+24478.6+8.73316j,+3224.37+213588j,+12553.5+3.5112j,+0+0j,+3011.74+213372j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+200064-185067j,+575723-422489j,+319190-273033j,+213612-205871j,+28029.9+213971j
2016-11-05 10:00:00 PDT,+7710.42+0.420973j,+0+0j,+520932-430296j,+0+0j,+0+0j,+0+0j,+521109-433210j,+3250.09+0.0952302j,+0+0j,+517971-435149j,+0+0j,+0+0j,+226347-163745j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44483.9+22265.2j,+0+0j,+44475.8+22264j,+6.17417e-06+2.11883e-06j,+0+0j,+6.18584e-06+2.12293e-06j,+0+0j,+6.19164e-06+2.15461e-06j,+0+0j,+0+0j,+0+0j,+6.18128e-06+2.18188e-06j,+6.17552e-06+2.19657e-06j,+6.19265e-06+2.21078e-06j,+0+0j,+0+0j,+15062.5-21417.3j,+159238-170530j,+0+0j,+15059.2-21441.1j,+5120.33+0.337278j,+0+0j,+159107-170758j,+44619.1+22334.5j,+114357-193323j,+0+0j,+114290-193498j,+0+0j,+78352.7+55979.8j,+10603.1-211818j,-10433.5-212022j,-10573.5-212225j,-10720.1-212433j,+291629-275752j,+291630-276529j,+10729.8+2.23212j,+280890-277010j,+10730.4+0.972449j,+19082.6-21530j,+261254-257119j,+9150.81+0.823141j,+1.98988e-06+9.59852e-07j,+0+0j,+155949-422073j,+31044.5+214663j,+0+0j,+0+0j,+0+0j,+0+0j,+154900-423479j,+0+0j,+0+0j,+23936.8-233991j,+53422.7-101864j,+14351.1-234462j,-1.42198e-08-1.62867e-08j,+14294.5-234580j,+493.356-235073j,+260.005-235570j,+0+0j,+130.764-235837j,+0+0j,+49788.4-102317j,+0+0j,+34598.6-102597j,+19158.4-102784j,+15277.5+34.9436j,+0+0j,+15278.5+18.1432j,+0+0j,+15281.6+2.77737j,+9510.67+0.683826j,+4871.02-2.34642j,+4870.76-1.55379j,-2.41824e-07+2.7253e-06j,-2.57739e-07+2.74042e-06j,+0+0j,+25802.7+214296j,+0+0j,+0+0j,+13662.7+2.74635j,+11973.9+214104j,+7111.11+1.12364j,+0+0j,+11764.4+213884j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+181631-187267j,+528425-426563j,+291613-274190j,+187319-206502j,+25969+214480j
2016-11-05 11:00:00 PDT,+7350.38+0.382517j,+0+0j,+497729-432086j,+0+0j,+0+0j,+0+0j,+497894-434921j,+2650.06+0.0632909j,+0+0j,+495348-436807j,+0+0j,+0+0j,+217193-164798j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44517.1+22282.9j,+0+0j,+44510.1+22281.2j,+7.42357e-06+5.93567e-06j,+0+0j,+7.42431e-06+5.97707e-06j,+0+0j,+7.41434e-06+6.00975e-06j,+0+0j,+0+0j,+0+0j,+7.39271e-06+6.00327e-06j,+7.40584e-06+6.0081e-06j,+7.4e-06+6.00803e-06j,+0+0j,+0+0j,+14597.4-21421.9j,+151860-170768j,+0+0j,+14594.1-21445.4j,+4640.27+0.276763j,+0+0j,+151734-170986j,+44659.1+22354.5j,+106949-193560j,+0+0j,+106885-193730j,+0+0j,+78428+56033.6j,+3090.75-212095j,-14776.2-212299j,-14918.2-212503j,-15065-212712j,+278150-276234j,+278149-276987j,+10609.8+2.18391j,+267528-277452j,+10610.4+0.950255j,+18738.5-21532.7j,+248252-257509j,+8790.75+0.759058j,-2.70956e-06+1.61884e-05j,+0+0j,+146424-422600j,+27480.1+214944j,+0+0j,+0+0j,+0+0j,+0+0j,+145383-423999j,+0+0j,+0+0j,+18242.9-234363j,+49471.6-102004j,+11748.9-234837j,-2.22824e-08-1.80529e-08j,+11692-234956j,+499.633-235454j,+261.305-235956j,+0+0j,+131.416-236224j,+0+0j,+46438.8-102441j,+0+0j,+33699.5-102712j,+19219.6-102897j,+14317.3+32.4241j,+0+0j,+14318.4+16.729j,+0+0j,+14321.4+2.4676j,+9150.62+0.631959j,+2420.47-1.31386j,+2420.34-0.872628j,+1.96992e-05-5.51436e-07j,+1.97019e-05-5.66917e-07j,+0+0j,+24688.9+214577j,+0+0j,+0+0j,+8200.99+1.00196j,+16318.2+214385j,+4340.41+0.418047j,+0+0j,+16110+214162j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+172462-188304j,+504880-428454j,+278146-274724j,+174222-206791j,+24854.5+214759j
2016-11-05 12:00:00 PDT,+6800.32+0.327391j,+0+0j,+486865-432768j,+0+0j,+0+0j,+0+0j,+487018-435555j,+2000.04+0.0360464j,+0+0j,+485117-437412j,+0+0j,+0+0j,+213087-165204j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44526+22287.8j,+0+0j,+44519.5+22285.9j,-7.86421e-06+2.13619e-05j,+0+0j,-7.8563e-06+2.13715e-05j,+0+0j,-7.85806e-06+2.13567e-05j,+0+0j,+0+0j,+0+0j,-7.84836e-06+2.14051e-05j,-7.84987e-06+2.14242e-05j,-7.84482e-06+2.14682e-05j,+0+0j,+0+0j,+14014.5-21422.5j,+148775-170890j,+0+0j,+14011.1-21445.5j,+4050.21+0.210799j,+0+0j,+148650-171104j,+44669.3+22359.6j,+103855-193678j,+0+0j,+103791-193846j,+0+0j,+78447.1+56047.3j,-35.5099-212225j,-16317.6-212428j,-16460.4-212632j,-16607.4-212840j,+272012-276364j,+272007-277103j,+10199.8+2.02839j,+261795-277561j,+10200.4+0.878114j,+18155.9-21532.1j,+243108-257594j,+8200.65+0.660443j,-1.25586e-05+2.30581e-06j,+0+0j,+141734-422767j,+26982.2+215074j,+0+0j,+0+0j,+0+0j,+0+0j,+140697-424160j,+0+0j,+0+0j,+16198.3-234477j,+46778.7-102061j,+10894.2-234952j,+7.63013e-09+5.78452e-09j,+10836.9-235071j,+503.176-235571j,+262.226-236075j,+0+0j,+131.856-236342j,+0+0j,+44397.3-102486j,+0+0j,+32408.5-102753j,+19248.8-102932j,+12997.2+29.0333j,+0+0j,+12998.4+14.8846j,+0+0j,+13001.2+2.06335j,+8550.54+0.551451j,+1950.37-1.08141j,+1950.27-0.718805j,+1.71434e-05-2.09394e-05j,+1.71463e-05-2.09325e-05j,+0+0j,+24662+214707j,+0+0j,+0+0j,+6630.65+0.654912j,+17860.7+214515j,+3510.27+0.273331j,+0+0j,+17652.9+214290j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+168351-188696j,+493477-429198j,+272014-274881j,+169033-206844j,+24827+214889j
2016-11-05 13:00:00 PDT,+7170.36+0.363995j,+0+0j,+492901-432389j,+0+0j,+0+0j,+0+0j,+493062-435205j,+2350.05+0.0497683j,+0+0j,+490814-437079j,+0+0j,+0+0j,+215330-164977j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44522.9+22286.1j,+0+0j,+44516.1+22284.2j,+4.42088e-06-2.50713e-06j,+0+0j,+4.4266e-06-2.486e-06j,+0+0j,+4.43351e-06-2.47566e-06j,+0+0j,+0+0j,+0+0j,+4.42099e-06-2.48466e-06j,+4.42508e-06-2.49934e-06j,+4.4342e-06-2.45863e-06j,+0+0j,+0+0j,+14361.3-21422.4j,+150418-170828j,+0+0j,+14357.9-21445.6j,+4400.25+0.248834j,+0+0j,+150293-171044j,+44665.7+22357.8j,+105502-193619j,+0+0j,+105437-193788j,+0+0j,+78440.1+56042.3j,+1623.55-212162j,-15523.5-212366j,-15665.9-212570j,-15812.8-212778j,+275474-276298j,+275472-277045j,+10549.8+2.16056j,+264910-277508j,+10550.4+0.93945j,+18562.5-21532.5j,+245813-257553j,+8610.72+0.728196j,-6.5812e-06+1.21712e-05j,+0+0j,+144375-422689j,+27067.7+215011j,+0+0j,+0+0j,+0+0j,+0+0j,+143336-424085j,+0+0j,+0+0j,+17205.2-234427j,+48435.1-102031j,+11381.4-234902j,-7.89467e-09-2.29352e-08j,+11324.2-235021j,+501.213-235520j,+261.661-236023j,+0+0j,+131.594-236291j,+0+0j,+45702.8-102463j,+0+0j,+33233.6-102733j,+19233.8-102916j,+13837.2+31.1854j,+0+0j,+13838.4+16.0526j,+0+0j,+13841.3+2.32124j,+8970.6+0.607147j,+2150.41-1.18161j,+2150.3-0.78514j,-9.02195e-06-2.53052e-06j,-9.01755e-06-2.54522e-06j,+0+0j,+24546.8+214644j,+0+0j,+0+0j,+7310.79+0.796264j,+17065.8+214452j,+3870.33+0.332327j,+0+0j,+16857.9+214229j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+170596-188479j,+499876-428781j,+275473-274799j,+171761-206820j,+24712.2+214826j
2016-11-05 14:00:00 PDT,+7360.38+0.383541j,+0+0j,+495013-432248j,+0+0j,+0+0j,+0+0j,+495177-435076j,+2400.05+0.0519079j,+0+0j,+492882-436958j,+0+0j,+0+0j,+216091-164890j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44523.6+22286.4j,+0+0j,+44516.8+22284.5j,+2.12251e-05+1.28266e-06j,+0+0j,+2.11899e-05+1.26787e-06j,+0+0j,+2.12288e-05+1.33436e-06j,+0+0j,+0+0j,+0+0j,+2.12155e-05+1.31589e-06j,+2.12174e-05+1.30802e-06j,+2.12209e-05+1.31921e-06j,+0+0j,+0+0j,+14469.9-21423j,+150948-170818j,+0+0j,+14466.5-21446.4j,+4510.26+0.26143j,+0+0j,+150823-171035j,+44666.3+22358.1j,+106031-193611j,+0+0j,+105967-193781j,+0+0j,+78441.2+56043j,+2154.48-212154j,-15317.6-212358j,-15459.9-212562j,-15606.7-212771j,+276785-276283j,+276783-277034j,+10839.8+2.27304j,+265931-277498j,+10840.4+0.991789j,+18791-21533.3j,+246605-257548j,+8840.76+0.767616j,-8.40266e-06+2.109e-05j,+0+0j,+145322-422680j,+26921.5+215003j,+0+0j,+0+0j,+0+0j,+0+0j,+144281-424079j,+0+0j,+0+0j,+17454.5-234423j,+49139.9-102023j,+11610.7-234899j,-1.46171e-08-1.26417e-09j,+11553.5-235018j,+500.605-235518j,+261.413-236021j,+0+0j,+131.491-236289j,+0+0j,+46357-102458j,+0+0j,+33587.6-102730j,+19227.7-102914j,+14197.3+32.1251j,+0+0j,+14198.4+16.5662j,+0+0j,+14201.4+2.44467j,+9210.63+0.640113j,+2170.42-1.19143j,+2170.3-0.791652j,+1.49005e-05-7.43362e-07j,+1.49042e-05-7.32069e-07j,+0+0j,+24380.4+214637j,+0+0j,+0+0j,+7350.79+0.804796j,+16859.4+214445j,+3890.33+0.33577j,+0+0j,+16651.5+214222j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+171357-188397j,+502174-428622j,+276782-274778j,+172562-206816j,+24545.9+214818j
2016-11-05 15:00:00 PDT,+8960.56+0.568727j,+0+0j,+585056-424967j,+0+0j,+0+0j,+0+0j,+585265-428151j,+4000.14+0.144361j,+0+0j,+581396-430269j,+0+0j,+0+0j,+251587-160643j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44409.3+22225.3j,+0+0j,+44398.6+22225.4j,+6.11123e-06-5.00151e-06j,+0+0j,+6.11281e-06-4.97687e-06j,+0+0j,+6.08275e-06-4.96757e-06j,+0+0j,+0+0j,+0+0j,+6.12551e-06-4.94633e-06j,+6.09401e-06-4.96928e-06j,+6.10053e-06-4.95783e-06j,+0+0j,+0+0j,+15975.7-21407.8j,+179533-169942j,+0+0j,+15972.5-21432.3j,+6070.47+0.474992j,+0+0j,+179386-170200j,+44525.9+22287.8j,+134714-192749j,+0+0j,+134639-192940j,+0+0j,+78176.1+55853.7j,+31205.9-211159j,+1152.18-211366j,+1016-211567j,+868.92-211778j,+329834-274404j,+329841-275263j,+12279.9+2.8811j,+317552-275796j,+12280.6+1.27531j,+20492.7-21525.9j,+296450-256068j,+10601.1+1.10659j,-2.24844e-05+6.00176e-06j,+0+0j,+182237-420791j,+40140.1+214027j,+0+0j,+0+0j,+0+0j,+0+0j,+181158-422229j,+0+0j,+0+0j,+39238.6-233105j,+64701.9-101509j,+22245-233575j,-2.90711e-08-6.18686e-09j,+22188.8-233691j,+477.86-234176j,+256.58-234666j,+0+0j,+129.152-234933j,+0+0j,+60310.4-102012j,+0+0j,+37037.3-102321j,+18995.7-102514j,+17878.7+42.0283j,+0+0j,+17879.1+22.2141j,+0+0j,+17882.2+3.79909j,+11010.9+0.920415j,+11553-3.62753j,+11552.4-2.37067j,+1.43406e-05+1.95877e-06j,+1.43523e-05+1.96262e-06j,+0+0j,+28213.7+213655j,+0+0j,+0+0j,+27661+11.1372j,+394.877+213457j,+14154.4+4.46617j,+0+0j,+180.114+213242j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+206887-184240j,+593753-420884j,+329788-272668j,+222732-205734j,+28383.1+213843j
2016-11-05 16:00:00 PDT,+13681.3+1.32754j,+0+0j,+814631-404195j,+0+0j,+0+0j,+0+0j,+814845-408562j,+8400.63+0.63852j,+0+0j,+806563-411467j,+0+0j,+0+0j,+341575-149295j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44129+22075j,+0+0j,+44108.4+22080.1j,+2.10603e-07+8.05134e-06j,+0+0j,+1.95581e-07+8.09396e-06j,+0+0j,+2.03269e-07+8.13965e-06j,+0+0j,+0+0j,+0+0j,+2.11373e-07+8.13799e-06j,+2.17028e-07+8.12138e-06j,+1.98004e-07+8.12572e-06j,+0+0j,+0+0j,+20267.4-21370.5j,+251527-167319j,+0+0j,+20264.3-21398.8j,+10501.4+1.43198j,+0+0j,+251315-167716j,+44181.5+22115.5j,+206923-190234j,+0+0j,+206810-190507j,+0+0j,+77525.9+55389.3j,+104302-208377j,+42205.6-208624j,+42077.4-208825j,+41926.7-209056j,+464931-268809j,+464941-270028j,+16800.5+5.25831j,+448122-270788j,+16801.1+2.39855j,+25583.6-21508.5j,+421614-251772j,+15842.5+2.48721j,+5.17445e-06+5.96629e-06j,+0+0j,+276348-415842j,+71572+211522j,+0+0j,+0+0j,+0+0j,+0+0j,+275087-417452j,+0+0j,+0+0j,+93344.8-229798j,+105665-100135j,+48839.3-230294j,+2.40142e-08+8.01853e-09j,+48783.8-230404j,+418.741-230862j,+243.577-231319j,+0+0j,+122.896-231584j,+0+0j,+96816.2-100860j,+0+0j,+47136.1-101289j,+18402.3-101517j,+28567.2+74.6442j,+0+0j,+28563.3+41.7978j,+0+0j,+28565.3+9.52895j,+16382+2.06921j,+34304.4+9.10052j,+34302.6+6.44446j,+1.84376e-05-2.04384e-06j,+1.84681e-05-2.01911e-06j,+0+0j,+36880.5+211113j,+0+0j,+0+0j,+77346.4+87.5523j,-40592.5+210848j,+39284.4+34.8141j,+0+0j,-40837.9+210637j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+296834-173258j,+828042-398592j,+464790-266328j,+348479-202713j,+37061.1+211317j
2016-11-05 17:00:00 PDT,+19382.6+2.66654j,+0+0j,+979008-387880j,+0+0j,+0+0j,+0+0j,+979203-393370j,+12301.4+1.37138j,+0+0j,+966990-397024j,+0+0j,+0+0j,+404951-140944j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43969.4+21988.6j,+0+0j,+43942.4+21997j,-1.21855e-05+1.29181e-05j,+0+0j,-1.21749e-05+1.29135e-05j,+0+0j,-1.2183e-05+1.29e-05j,+0+0j,+0+0j,+0+0j,-1.21711e-05+1.29302e-05j,-1.21888e-05+1.28925e-05j,-1.2227e-05+1.28477e-05j,+0+0j,+0+0j,+24758.6-21352.2j,+300937-165211j,+0+0j,+24755.2-21385.4j,+15092.9+2.97088j,+0+0j,+300678-165731j,+43983.2+22016.2j,+256438-188275j,+0+0j,+256294-188628j,+0+0j,+77150.7+55121.4j,+154344-206313j,+68505.6-206617j,+68379.9-206824j,+68227.3-207079j,+561880-264452j,+561889-266006j,+23461.9+10.0342j,+538393-266977j,+23462.1+4.69012j,+32019.2-21502.8j,+505137-248560j,+22384.9+4.98458j,+4.69936e-06-7.19029e-06j,+0+0j,+344770-412425j,+86711+209782j,+0+0j,+0+0j,+0+0j,+0+0j,+343297-414242j,+0+0j,+0+0j,+128126-227725j,+139824-99081j,+66800.7-228271j,-6.33244e-09+3.58485e-09j,+66744.8-228381j,+372.983-228833j,+231.613-229275j,+0+0j,+117.301-229542j,+0+0j,+126986-100043j,+0+0j,+58852.3-100597j,+17974.7-100880j,+40702.6+118.995j,+0+0j,+40691.9+69.5434j,+0+0j,+40690.7+19.4624j,+23134.1+4.16938j,+46843.6+27.7165j,+46841.6+19.1645j,-6.17395e-06-2.08594e-06j,-6.18468e-06-2.11123e-06j,+0+0j,+39469.5+209344j,+0+0j,+0+0j,+106194+166.236j,-66830.1+209010j,+53965.3+66.1653j,+0+0j,-67104.5+208793j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+360086-165317j,+998182-380784j,+561662-261294j,+432258-200515j,+39657.4+209554j
2016-11-05 18:00:00 PDT,+22373.5+3.55366j,+0+0j,+1.0341e+06-382409j,+0+0j,+0+0j,+0+0j,+1.03431e+06-388340j,+14351.8+1.86734j,+0+0j,+1.02004e+06-392288j,+0+0j,+0+0j,+425630-138249j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43932.7+21968.2j,+0+0j,+43903.7+21977.6j,-6.58391e-06+1.18566e-05j,+0+0j,-6.59227e-06+1.18776e-05j,+0+0j,-6.61261e-06+1.18927e-05j,+0+0j,+0+0j,+0+0j,-6.56799e-06+1.19274e-05j,-6.55933e-06+1.19309e-05j,-6.55183e-06+1.19517e-05j,+0+0j,+0+0j,+27134.8-21349.4j,+316372-164473j,+0+0j,+27131.2-21385.5j,+17503.9+4.00019j,+0+0j,+316101-165036j,+43937.7+21993.4j,+271896-187603j,+0+0j,+271743-187985j,+0+0j,+77064.4+55059.9j,+169940-205626j,+76093.9-205954j,+75969.4-206164j,+75817.4-206427j,+594249-263076j,+594262-264757j,+26952.8+13.1417j,+567270-265810j,+26952.8+6.19319j,+35414.6-21503.9j,+530509-247598j,+25816.5+6.63626j,-8.64268e-06+1.91558e-05j,+0+0j,+368382-411371j,+88478.2+209195j,+0+0j,+0+0j,+0+0j,+0+0j,+366821-413280j,+0+0j,+0+0j,+137873-227164j,+153823-98696.1j,+72123.9-227728j,-1.70285e-09+5.21235e-11j,+72068.2-227838j,+355.768-228291j,+226.417-228731j,+0+0j,+114.898-228999j,+0+0j,+138887-99771.3j,+0+0j,+65080-100381j,+17827.2-100700j,+47072.5+145.324j,+0+0j,+47057.8+86.2753j,+0+0j,+47054.4+26.0749j,+26675.5+5.56107j,+49415.7+32.6127j,+49413.7+22.5029j,-1.00364e-06+9.28293e-06j,-1.00078e-06+9.2887e-06j,+0+0j,+38662.3+208754j,+0+0j,+0+0j,+112966+188.58j,-74403.3+208403j,+57464.2+75.1545j,+0+0j,-74687.4+208185j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+380716-162791j,+1.05627e+06-374698j,+593996-259662j,+457713-199862j,+38852.1+208964j
2016-11-05 19:00:00 PDT,+22223.5+3.50596j,+0+0j,+1.02257e+06-383683j,+0+0j,+0+0j,+0+0j,+1.02279e+06-389531j,+14101.8+1.80257j,+0+0j,+1.00879e+06-393423j,+0+0j,+0+0j,+421057-138875j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43947.5+21976.2j,+0+0j,+43919+21985.3j,-3.54073e-07-4.44146e-06j,+0+0j,-3.68349e-07-4.46431e-06j,+0+0j,-3.70317e-07-4.45694e-06j,+0+0j,+0+0j,+0+0j,-3.26965e-07-4.41531e-06j,-3.52602e-07-4.43811e-06j,-3.71835e-07-4.45645e-06j,+0+0j,+0+0j,+26939.7-21352.6j,+312657-164658j,+0+0j,+26936.1-21388.4j,+17303.9+3.90773j,+0+0j,+312391-165211j,+43955.8+22002.5j,+268171-187776j,+0+0j,+268022-188151j,+0+0j,+77098.8+55084.4j,+166176-205805j,+74013.4-206128j,+73889-206337j,+73737.6-206598j,+587586-263455j,+587601-265111j,+26902.8+13.0905j,+560661-266147j,+26902.7+6.1687j,+35270-21505.8j,+524073-247883j,+25666.5+6.55717j,-1.41906e-05+3.04641e-05j,+0+0j,+363750-411656j,+86700.6+209337j,+0+0j,+0+0j,+0+0j,+0+0j,+362206-413552j,+0+0j,+0+0j,+134989-227340j,+152048-98771.8j,+70865.7-227900j,+3.49816e-09-6.35542e-09j,+70810.2-228010j,+358.786-228464j,+226.984-228906j,+0+0j,+115.184-229174j,+0+0j,+137368-99833.2j,+0+0j,+64703.6-100436j,+17852.2-100754j,+46671.5+143.614j,+0+0j,+46657.3+85.12j,+0+0j,+46654.2+25.6446j,+26525.4+5.49428j,+48274.7+30.4189j,+48272.7+21.0059j,-7.16433e-06-3.46567e-07j,-7.15067e-06-3.39933e-07j,+0+0j,+38026.9+208901j,+0+0j,+0+0j,+110257+179.522j,-72331.5+208559j,+56080.6+71.5339j,+0+0j,-72612.7+208342j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+376158-163387j,+1.04458e+06-376077j,+587337-260093j,+451282-200050j,+38216+209109j
