# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-09-02 00:00:00 PDT,+0-0i,+0-0i,+1.00646e+06+150805i,+0+0j,+0+0j,+0+0j,+998624+143823i,+0-0i,+87723+30706.2i,+908094+108503i,+62152.6+30624.9i,+0-0i,+395580-51508.6i,+41491.1+20757.1i,+20576+9781.09i,+0+0j,+0+0j,+54013+19127.6i,+124200+59104.9i,+41378.5+19092.7i,+0-0i,+124125+58957i,+0-0i,+124078+58815.8i,+41340.6+18973.5i,+82675.4+39678.7i,+41331.8+18949.8i,+0-0i,+41323.5+18930.4i,+41325+20678.2i,+7.10064e-06+2.71471e-06i,+7.11926e-06+2.74034e-06i,+0+0j,+0+0j,+41510.9+20795.4i,+161313-145980i,+41483.1+20755.4i,+0-0i,+0+0j,+0-0i,+161222-146160i,+0-0i,+157230-146340i,+25560.6+9478.02i,+131586-155986i,+4800.29+0.293732i,+72947.7+52120.8i,+21930.1-232511i,+6212.27-232814i,+6109.4-233127i,-476.552-233424i,+488463+151915i,+474567+150711i,+20644.3+10325.3i,+467384+417179i,+1.66759e-08+1.09411e-08i,+0-0i,+465396+413861i,+0+0j,+1.09405e-05-3.04592e-06i,+52791.2+61.9722i,+218458+87875.3i,+120921+268657i,+46588.8+39.2757i,+26424.8+14.9497i,+22515.6+5.69146i,+0-0i,+218077+87599.4i,+0+0j,+0+0j,+57279.5-195626i,+58421.3+230021i,+57165.2-195894i,+43238.3+21632.6i,+13895.2-217598i,+13782.4-218045i,+13645.6-218514i,+0-0i,+67.6705-218741i,+0+0j,+57607.7+228656i,+20163-52633.3i,+36914.2+280404i,+0-0i,+36498.3+279625i,+0-0i,+36173.6+279030i,+35907.5+278421i,+4.92232e-06-8.02957e-06i,+0-0i,+20139.1+3.27929i,+2.34621e-06-8.11794e-06i,+2.33166e-06-8.11744e-06i,+2.31686e-06-8.09782e-06i,+0-0i,+100558+267660i,+0+0j,+0+0j,+0-0i,+100420+267062i,+0+0j,+99205.5+30919.2i,+1093.45+235449i,+75267.1+30718.1i,+8941.89+1.91653i,+66243.8+30633.8i,+45208.5+21191.9i,+2880.11+0.112818i,+215544-132173i,+1.02857e+06+160495i,+509108+154542i,+393496+358987i,+100675+268151i
2016-09-03 09:00:00 PDT,-0+0i,-0+0i,+723217-354951i,+0+0j,+0+0j,+0+0j,+717674-359818i,-0+0i,+64798.6+398.206i,+650792-363441i,+52180.3+359.519i,-0+0i,+265806-336331i,+42504.6+21264.2i,+9628.35-20952.7i,+0+0j,+0+0j,+31951.8-42573.7i,+81252-63289.2i,+18903.3-42602.6i,-0+0i,+81224.8-63376.5i,-0+0i,+81195.2-63465.1i,+18838.5-42672.6i,+62321.4-20888.9i,+18828.8-42698.7i,-0+0i,+18820.6-42718.1i,+43491.9+21763.4i,-2.96064e-06+2.13538e-07i,-2.96468e-06+2.79771e-07i,+0+0j,+0+0j,+43403.1+21756.5i,+101250-252187i,+43373.5+21701.3i,-0+0i,+0+0j,-0+0i,+101070-252505i,-0+0i,+98179.5-252822i,+13028.7-21406.5i,+84976.6-231694i,+3640.16+0.160854i,+76590.2+54723.1i,-16027.5-248772i,-24602.1-249063i,-24755.2-249359i,-30548.8-249650i,+375840-32880.8i,+361714-33707i,+21406.4+10706.5i,+374589+295565i,-1.92939e-08-8.34427e-09i,-0+0i,+373337+293261i,+0+0j,+1.21756e-05-1.52328e-06i,+22178.9+9.02017i,+164656-16154i,+112510+254104i,+16845.1+5.18676i,+10722.1+2.14515i,+8010.68+0.68828i,-0+0i,+164378-16236.9i,+0+0j,+0+0j,+59864.7-204602i,+51738.9+293540i,+59706.7-204886i,+45237+22632.7i,+14429.1-227591i,+14277.6-228039i,+14115-228498i,-0+0i,+77.0798-228731i,+0+0j,+50763.8+291346i,+6141.15-54828i,+43987+344745i,-0+0i,+43477.2+343554i,-0+0i,+43026.3+342672i,+42644.8+341791i,-4.41315e-06-4.39081e-06i,-0+0i,+6119.12+0.545186i,-4.45034e-06-2.49639e-06i,-4.4604e-06-2.4893e-06i,-4.48674e-06-2.49009e-06i,-0+0i,+106215+253366i,+0+0j,+0+0j,-0+0i,+106101+252928i,+0+0j,+74514+770.845i,+31463.4+251644i,+64576.7+672.257i,+8711.71+1.72892i,+55816.1+621.034i,+46476.9+22306.5i,+1920.05+0.0476299i,+150936-233479i,+731106-348352i,+382318-31176.7i,+300174+239277i,+106316+253746i
2016-09-03 10:00:00 PDT,-0+0i,-0+0i,+727142-354660i,+0+0j,+0+0j,+0+0j,+720418-359565i,-0+0i,+64551.2+396.258i,+653769-363202i,+52173.2+357.861i,-0+0i,+268078-336245i,+42498.4+21261.1i,+9627.49-20951.2i,+0+0j,+0+0j,+31945.8-42570.5i,+81230.6-63287.6i,+18897.3-42599.3i,-0+0i,+81204-63375.2i,-0+0i,+81174.9-63464i,+18833-42670i,+62307.3-20890.6i,+18823.6-42696.4i,-0+0i,+18815.4-42715.9i,+43483.1+21759.1i,-2.23824e-06+8.63843e-07i,-2.26768e-06+8.6764e-07i,+0+0j,+0+0j,+43391.5+21750.4i,+103707-252228i,+43361.6+21695.3i,-0+0i,+0+0j,-0+0i,+103522-252549i,-0+0i,+99477.1-252868i,+14173.7-21404.2i,+85127-231743i,+4790.27+0.278647i,+76565.9+54705.8i,-15843.2-248806i,-24073.4-249096i,-24226.8-249392i,-30940.7-249681i,+376905-32760.8i,+362775-33591.1i,+21400.9+10703.8i,+375949+295019i,-6.39332e-09+4.46902e-10i,-0+0i,+374690+292705i,+0+0j,+1.03485e-05+6.70627e-06i,+23119.3+9.39868i,+163831-16765.3i,+113276+254145i,+16865.2+5.23202i,+11232.2+2.18217i,+7370.58+0.582877i,-0+0i,+163555-16845.3i,+0+0j,+0+0j,+59850.6-204550i,+50950+292872i,+59693-204836i,+45224.9+22626.6i,+14427.7-227536i,+14276.5-227986i,+14114.6-228446i,-0+0i,+76.9154-228681i,+0+0j,+49974+290683i,+5651.1-54813.1i,+43688.5+344072i,-0+0i,+43178.8+342883i,-0+0i,+42728+342003i,+42346.5+341124i,+3.53549e-06+3.58131e-07i,-0+0i,+5629.18+0.481371i,+5.35974e-06-5.23115e-07i,+5.35489e-06-5.32901e-07i,+5.3421e-06-5.43672e-07i,-0+0i,+107475+253404i,+0+0j,+0+0j,-0+0i,+107361+252964i,+0+0j,+75385.2+770.581i,+31852.9+251676i,+65935.5+669.641i,+9171.89+1.91715i,+56712.7+616.107i,+47379.2+22298.5i,+2840.1+0.104259i,+153218-233422i,+734933-348015i,+383001-31052.3i,+301057+238709i,+107574+253786i
2016-09-03 11:00:00 PDT,-0+0i,-0+0i,+741827-354077i,+0+0j,+0+0j,+0+0j,+733170-359141i,-0+0i,+64929.5+390.265i,+666096-362861i,+52151.1+351.403i,-0+0i,+273938-336205i,+42483.9+21253.8i,+9619.85-20950.4i,+0+0j,+0+0j,+31921.4-42570.3i,+81165.5-63296.1i,+18872.9-42599.1i,-0+0i,+81140.6-63384.4i,-0+0i,+81112.9-63473.8i,+18810-42671.6i,+62269.9-20899.5i,+18801-42698.6i,-0+0i,+18792.8-42718.1i,+43468.7+21751.8i,+2.7695e-06+1.45526e-06i,+2.74165e-06+1.44575e-06i,+0+0j,+0+0j,+43369.8+21739.1i,+109493-252162i,+43339.5+21684.3i,-0+0i,+0+0j,-0+0i,+109301-252490i,-0+0i,+103398-252815i,+16007.4-21403i,+87209.9-231694i,+6640.53+0.535809i,+76519+54672.3i,-13683.2-248720i,-21888.7-249009i,-22042.3-249304i,-30236.5-249592i,+383031-32630.9i,+368885-33484.6i,+21388.9+10697.7i,+380892+294377i,+5.79599e-10-2.23486e-08i,-0+0i,+379612+292036i,+0+0j,+6.17518e-06-4.31345e-06i,+26601.9+12.0941i,+162747-17394.1i,+115035+254063i,+18866.5+6.57396i,+13082.7+2.75465i,+7370.58+0.583339i,-0+0i,+162475-17468.9i,+0+0j,+0+0j,+59818-204441i,+49982.5+292141i,+59662.5-204730i,+45199.1+22613.7i,+14423.7-227418i,+14274.4-227873i,+14114.1-228337i,-0+0i,+76.6655-228572i,+0+0j,+49000.9+289958i,+5801.1-54779.1i,+42564.2+343317i,-0+0i,+42054.2+342132i,-0+0i,+41602.9+341254i,+41220.8+340378i,-4.67164e-06-1.56942e-06i,-0+0i,+5779.17+0.495645i,-5.45822e-06-8.94268e-06i,-5.46172e-06-8.93257e-06i,-5.48133e-06-8.9268e-06i,-0+0i,+109086+253317i,+0+0j,+0+0j,-0+0i,+108974+252873i,+0+0j,+77708.5+766.613i,+31143.6+251585i,+68102.6+659.283i,+9912.21+2.24097i,+58136+601.934i,+48822.3+22281.7i,+4320.24+0.241463i,+159145-233444i,+750233-347218i,+389409-30872.1i,+305225+238013i,+109184+253701i
2016-09-03 12:00:00 PDT,-0+0i,-0+0i,+788677-352772i,+0+0j,+0+0j,+0+0j,+777516-358370i,-0+0i,+68039.2+374.741i,+707176-362406i,+52087+332.031i,-0+0i,+288911-336514i,+42444.7+21234.2i,+9594.98-20950.1i,+0+0j,+0+0j,+32270.4-42575.5i,+80986.8-63328i,+18801.7-42604.6i,-0+0i,+80966.7-63418.2i,-0+0i,+80942.9-63509.2i,+18742.7-42681.6i,+62170.2-20926i,+18734.1-42709.4i,-0+0i,+18725.9-42728.8i,+43436.8+21735.7i,+8.37162e-06-1.26149e-05i,+8.34694e-06-1.26179e-05i,+0+0j,+0+0j,+43320.4+21713.7i,+122709-251691i,+43289.4+21659.2i,-0+0i,+0+0j,-0+0i,+122505-252032i,-0+0i,+114328-252369i,+18253.8-21403.5i,+95887-231256i,+8930.96+0.970531i,+76410.1+54594.5i,-4816.48-248194i,-14763.7-248481i,-14917.2-248774i,-25031.6-249059i,+405828-32504.9i,+391190-33450.2i,+21356.1+10681.3i,+396092+293836i,-5.67618e-09+1.53344e-09i,-0+0i,+394749+291415i,+0+0j,+5.27236e-06+2.07159e-05i,+37024+24.3278i,+161949-17573.4i,+118878+253499i,+27373.4+13.6164i,+18525.5+5.56095i,+10551.2+1.19808i,-0+0i,+161683-17639.1i,+0+0j,+0+0j,+60176.6-204126i,+49080.1+291674i,+60028.7-204418i,+45125.9+22577.1i,+14864.5-227070i,+14721.1-227533i,+14563.6-228008i,-0+0i,+76.3042-228244i,+0+0j,+48081.3+289493i,+8861.38-54683.3i,+38576.1+342760i,-0+0i,+38065.3+341581i,-0+0i,+37612.3+340707i,+37228.7+339833i,-1.21026e-05-4.08527e-06i,-0+0i,+8838.88+0.923467i,+9.19806e-06+4.16022e-07i,+9.18965e-06+3.93666e-07i,+9.19453e-06+4.11883e-07i,-0+0i,+109871+252750i,+0+0j,+0+0j,-0+0i,+109758+252301i,+0+0j,+83711.9+748.252i,+25930.5+251027i,+70908.7+623.477i,+11062.8+2.79718i,+59786.9+560.818i,+50530.2+22237.6i,+6120.48+0.485674i,+173921-233905i,+800279-345154i,+415328-30529.8i,+318732+237322i,+109967+253132i
2016-09-03 13:00:00 PDT,-0+0i,-0+0i,+840116-351231i,+0+0j,+0+0j,+0+0j,+827056-357451i,-0+0i,+71681.4+357.47i,+752885-361865i,+52014.5+310.019i,-0+0i,+304946-336894i,+42400.9+21212.3i,+9566.39-20950.1i,+0+0j,+0+0j,+33449.3-42580.1i,+80780.2-63363.8i,+18719.7-42610i,-0+0i,+80764.7-63455.9i,-0+0i,+80744.7-63548.5i,+18664.9-42691.6i,+62052.5-20956.3i,+18656.7-42719.9i,-0+0i,+18648.4-42739.4i,+43397.2+21715.7i,+6.28792e-06-3.86793e-06i,+6.28016e-06-3.86658e-06i,+0+0j,+0+0j,+43264.1+21685i,+135898-251133i,+43232.6+21630.8i,-0+0i,+0+0j,-0+0i,+135681-251488i,-0+0i,+125860-251839i,+19925.3-21404.2i,+105740-230735i,+10651.4+1.38261i,+76288.1+54507.3i,+5248.29-247576i,-7026.09-247861i,-7179.98-248153i,-18935.5-248434i,+431925-32344.3i,+415903-33401.9i,+21318.9+10662.6i,+412575+293370i,-4.09885e-09-7.47482e-09i,-0+0i,+411162+290858i,+0+0j,+3.38658e-06-5.34292e-06i,+47400.6+41.1397i,+161643-17604.3i,+122422+252834i,+36133.2+23.548i,+23899.4+9.48182i,+14292.2+2.20371i,-0+0i,+161383-17662i,+0+0j,+0+0j,+61427.5-203748i,+47811.7+291292i,+61286-204042i,+45040.2+22534.2i,+16208.5-226653i,+16069.9-227121i,+15914-227605i,-0+0i,+75.9691-227842i,+0+0j,+46797+289113i,+12241.8-54574.2i,+33903+342274i,-0+0i,+33391.6+341102i,-0+0i,+32937+340232i,+32552.3+339359i,-7.15705e-06+6.97284e-07i,-0+0i,+12218.7+1.5388i,+9.83746e-06-1.26486e-05i,+9.84506e-06-1.26294e-05i,+9.82571e-06-1.26317e-05i,-0+0i,+110035+252085i,+0+0j,+0+0j,-0+0i,+109921+251632i,+0+0j,+89980.5+726.435i,+19831+250377i,+73417.9+581.985i,+12453.5+3.55284i,+60900.9+514.116i,+51708.2+22188i,+7400.7+0.711782i,+188951-234452i,+854875-342729i,+444772-30105i,+332387+236686i,+110131+252463i
2016-09-03 14:00:00 PDT,-0+0i,-0+0i,+919881-348764i,+0+0j,+0+0j,+0+0j,+904494-356018i,-0+0i,+77882+333.241i,+823818-361070i,+51906.6+277.148i,-0+0i,+328602-337572i,+42336.5+21180.1i,+9523.01-20950.7i,+0+0j,+0+0j,+34589.2-42590.3i,+80481.1-63419.6i,+18598.8-42621.1i,-0+0i,+80472.9-63514.9i,-0+0i,+80459.1-63609.9i,+18550.2-42709.7i,+61885.8-21001.2i,+18542.4-42738.7i,-0+0i,+18534.1-42758.2i,+43345.9+21689.6i,-2.76758e-06-1.95306e-06i,-2.81052e-06-1.94254e-06i,+0+0j,+0+0j,+43186.3+21645.5i,+155498-250169i,+43154.3+21591.6i,-0+0i,+0+0j,-0+0i,+155261-250548i,-0+0i,+143541-250922i,+21823.9-21406.7i,+121511-229833i,+12621.9+1.94574i,+76116.8+54384.9i,+21320.4-246536i,+5108.92-246821i,+4954.75-247113i,-8642.54-247390i,+472592-32146.9i,+455146-33390.5i,+21264.3+10635.2i,+438017+293151i,-6.39241e-09+9.89868e-09i,-0+0i,+436494+290493i,+0+0j,-4.10429e-07+6.97476e-07i,+64338.4+79.4033i,+161621-17105.1i,+127885+251723i,+51246.3+46.8984i,+32678.3+18.5148i,+21184.8+4.85988i,-0+0i,+161369-17151.3i,+0+0j,+0+0j,+62625.5-203202i,+47025.8+291288i,+62496.1-203497i,+44914.9+22471.5i,+17546-226046i,+17416.8-226523i,+17264.1-227022i,-0+0i,+75.5686-227260i,+0+0j,+45984+289107i,+18563.1-54411.9i,+26753+342109i,-0+0i,+26240+340944i,-0+0i,+25782.2+340080i,+25395.4+339206i,-1.21502e-05-2.15838e-05i,-0+0i,+18538.6+3.08094i,+3.44084e-06-1.46269e-05i,+3.44032e-06-1.46041e-05i,+3.43296e-06-1.45987e-05i,-0+0i,+109177+250975i,+0+0j,+0+0j,-0+0i,+109061+250518i,+0+0j,+99424.7+695.804i,+9535.54+249292i,+76150.2+518.923i,+13944.4+4.46939i,+62137.3+445.035i,+53040.1+22115.7i,+8881.02+1.02853i,+211741-235391i,+940494-338765i,+491687-29453.3i,+354834+236185i,+109272+251344i
2016-09-03 15:00:00 PDT,-0+0i,-0+0i,+1.07615e+06-343327i,+0+0j,+0+0j,+0+0j,+1.05818e+06-352855i,-0+0i,+91789.6+290.328i,+962934-359342i,+51692.4+212.197i,-0+0i,+373025-339131i,+42208.5+21116i,+9437.1-20951.3i,+0+0j,+0+0j,+37715.8-42608i,+79898.2-63526i,+18363.1-42641.2i,-0+0i,+79903.8-63627.2i,-0+0i,+79901.4-63727.1i,+18326.2-42743.2i,+61558.9-21087.7i,+18318.8-42772.9i,-0+0i,+18310.6-42792.3i,+43244.5+21638.1i,-1.5152e-06-6.09697e-06i,-1.56832e-06-6.07951e-06i,+0+0j,+0+0j,+43036.6+21569.9i,+190342-248076i,+43004+21516.4i,-0+0i,+0+0j,-0+0i,+190070-248503i,-0+0i,+176683-248925i,+23557.2-21411.8i,+152897-227866i,+14492.5+2.57584i,+75789.2+54150.8i,+53277.7-244315i,+28754.2-244607i,+28598.9-244905i,+12795.9-245176i,+553195-31693.3i,+532000-33350.4i,+21156.8+10581.2i,+487116+293235i,+4.60171e-09-2.0126e-08i,-0+0i,+485375+290277i,+0+0j,+3.79144e-06+1.10478e-05i,+95593.9+186.322i,+163380-15535.2i,+137325+249387i,+80342.7+114.151i,+48513.4+43.9507i,+35373.5+13.6486i,-0+0i,+163141-15562.3i,+0+0j,+0+0j,+65930-202103i,+46323.7+291831i,+65822.5-202395i,+44665.6+22346.8i,+21125.3-224822i,+21013.5-225311i,+20865.6-225835i,-0+0i,+74.9492-226074i,+0+0j,+45229.7+289643i,+31787.7-54089.4i,+12741.2+342323i,-0+0i,+12224+341170i,-0+0i,+11758.8+340313i,+11368.1+339434i,-9.50216e-06+8.40939e-06i,-0+0i,+31760.1+7.93933i,+4.65693e-06+7.82441e-06i,+4.66506e-06+7.81389e-06i,+4.64936e-06+7.80823e-06i,-0+0i,+105387+248646i,+0+0j,+0+0j,-0+0i,+105265+248185i,+0+0j,+117073+639.792i,-11890.1+247019i,+79549.8+393.136i,+16566.3+6.34907i,+62908.3+310.547i,+53995.4+21974.8i,+10121.3+1.34464i,+253595-237481i,+1.10973e+06-329975i,+585592-27962.4i,+397423+235672i,+105482+248994i
2016-09-03 16:00:00 PDT,-0+0i,-0+0i,+1.2752e+06-334040i,+0+0j,+0+0j,+0+0j,+1.25415e+06-346953i,-0+0i,+109016+237.259i,+1.14067e+06-355593i,+51406.6+126.632i,-0+0i,+430155-340715i,+42035.4+21029.4i,+9324.73-20949.9i,+0+0j,+0+0j,+43287.7-42620.4i,+79112.1-63655.5i,+18050.2-42658.4i,-0+0i,+79133.8-63763.8i,-0+0i,+79145-63869.6i,+18028.4-42777.1i,+61108.4-21199.7i,+18021.5-42807.5i,-0+0i,+18013.2-42827i,+43093.6+21561.6i,-1.56328e-06+1.13086e-05i,-1.60809e-06+1.12964e-05i,+0+0j,+0+0j,+42827.1+21464.2i,+233949-245240i,+42793.9+21411.3i,-0+0i,+0+0j,-0+0i,+233621-245744i,-0+0i,+218485-246242i,+25487.4-21414.1i,+192732-225239i,+16603.4+3.40022i,+75338.9+53829.1i,+93874.8-241361i,+58575-241673i,+58414.4-241986i,+39677.5-242261i,+656782-30617.9i,+629080-32902.6i,+21011.9+10508.3i,+549223+293209i,+2.07348e-08+1.95905e-08i,-0+0i,+547190+289817i,+0+0j,-6.14254e-06+1.50731e-05i,+133292+376.796i,+165646-13853.1i,+148508+246381i,+115192+235.386i,+67548.7+89.8624i,+52690.2+30.5761i,-0+0i,+165421-13855.7i,+0+0j,+0+0j,+71844.5-200592i,+43781.6+292071i,+71759.9-200880i,+44326.8+22177.2i,+27405.2-223141i,+27312.5-223642i,+27169-224196i,-0+0i,+74.1408-224436i,+0+0j,+42627+289880i,+47536.4-53655i,-5649.06+342128i,-0+0i,-6174.51+340983i,-0+0i,-6651.45+340132i,-7048+339242i,-5.904e-06+2.75428e-06i,-0+0i,+47504.4+16.7533i,+1.75956e-06-4.78874e-06i,+1.75247e-06-4.77624e-06i,+1.73378e-06-4.7681e-06i,-0+0i,+100816+245646i,+0+0j,+0+0j,-0+0i,+100688+245180i,+0+0j,+139349+582.978i,-38720.8+244075i,+84301.2+230.806i,+20689.9+9.99006i,+63526.1+134.459i,+54854.6+21785.7i,+11361.7+1.70938i,+305885-239847i,+1.32399e+06-315706i,+705011-25308.1i,+448737+234741i,+100913+245968i
2016-09-03 17:00:00 PDT,-0+0i,-0+0i,+1.39935e+06-327280i,+0+0j,+0+0j,+0+0j,+1.37676e+06-342572i,-0+0i,+120094+208.271i,+1.25152e+06-352741i,+51230.7+73.7125i,-0+0i,+464410-341645i,+41931.1+20977.3i,+9253.28-20950.5i,+0+0j,+0+0j,+45616.9-42633.4i,+78635.7-63739.3i,+17857.1-42673.7i,-0+0i,+78668.2-63852.6i,-0+0i,+78688.2-63962.5i,+17844.3-42803.1i,+60840.9-21268.6i,+17837.5-42833.9i,-0+0i,+17829.3-42853.3i,+43011.5+21519.8i,-7.59087e-06-2.58434e-06i,-7.59706e-06-2.56798e-06i,+0+0j,+0+0j,+42707.2+21403.9i,+260656-243274i,+42673.8+21351.2i,-0+0i,+0+0j,-0+0i,+260289-243832i,-0+0i,+244555-244385i,+26116.5-21417.8i,+218145-223420i,+17343.7+3.72252i,+75077.4+53642.2i,+119737-239356i,+77371.2-239690i,+77207-240017i,+57338.8-240299i,+721432-29864.9i,+690849-32591.8i,+20924.7+10464.6i,+587811+293901i,-1.73459e-08-2.17837e-08i,-0+0i,+585591+290216i,+0+0j,+3.17618e-06+3.47357e-06i,+158368+544.927i,+167221-12121.3i,+155663+244393i,+139150+344.365i,+80319.2+130.929i,+64876+46.6325i,-0+0i,+167006-12108.2i,+0+0j,+0+0j,+74303.5-199700i,+43587.4+292961i,+74236.6-199984i,+44124.2+22075.9i,+30087.4-222145i,+30009.1-222654i,+29870.4-223227i,-0+0i,+73.791-223469i,+0+0j,+42390.7+290761i,+58664.8-53389i,-17041.3+342742i,-0+0i,-17575.5+341598i,-0+0i,-18062.8+340745i,-18464.4+339844i,-1.11955e-05+6.19646e-06i,-0+0i,+58629.2+24.994i,+6.05551e-06-7.0042e-07i,+6.04566e-06-7.26452e-07i,+6.05056e-06-6.96774e-07i,-0+0i,+96837.8+243660i,+0+0j,+0+0j,-0+0i,+96704.4+243193i,+0+0j,+152991+556.573i,-56331.9+242121i,+86030.1+130.079i,+22391.6+11.7626i,+63549.3+27.9134i,+55027.3+21672.5i,+11761.8+1.84157i,+338299-241284i,+1.45868e+06-305389i,+780809-23406.7i,+482653+234800i,+96936.1+243965i
2016-09-03 18:00:00 PDT,-0+0i,-0+0i,+1.44409e+06-324578i,+0+0j,+0+0j,+0+0j,+1.42164e+06-340806i,-0+0i,+124095+199.331i,+1.29217e+06-351590i,+51172.7+55.5608i,-0+0i,+477286-341861i,+41899.9+20961.7i,+9226.56-20953i,+0+0j,+0+0j,+48064.9-42641.7i,+78462.1-63777.5i,+17782.8-42684.4i,-0+0i,+78497.2-63892.1i,-0+0i,+78519.6-64003i,+17773.3-42817i,+60744.3-21295.7i,+17766.5-42847.8i,-0+0i,+17758.2-42867.2i,+42986.2+21507i,+9.88803e-06-6.06452e-06i,+9.89183e-06-6.0317e-06i,+0+0j,+0+0j,+42672.6+21386.5i,+269229-242474i,+42639.2+21333.9i,-0+0i,+0+0j,-0+0i,+268852-243052i,-0+0i,+253547-243625i,+25815.3-21423.2i,+227430-222672i,+17083.6+3.61506i,+75003.6+53589.6i,+129164-238552i,+84004.3-238897i,+83838.7-239233i,+63646.3-239520i,+745813-29700.6i,+712509-32607.8i,+20900.7+10452.5i,+602027+294775i,-2.01947e-09-2.0113e-08i,-0+0i,+599760+290984i,+0+0j,+1.05383e-05-8.07797e-06i,+165219+596.889i,+168913-10815.4i,+157292+243638i,+145723+378.342i,+83682.1+143.963i,+68671.6+52.3283i,-0+0i,+168696-10799.6i,+0+0j,+0+0j,+76949.6-199448i,+42877.7+294059i,+76884.3-199731i,+44070.1+22048.9i,+32789.2-221866i,+32712.5-222376i,+32572.6-222955i,-0+0i,+73.8151-223198i,+0+0j,+41663.9+291845i,+61857.6-53316.5i,-20973+343744i,-0+0i,-21512.5+342594i,-0+0i,-22005.3+341736i,-22410.5+340826i,+4.96674e-06-8.85285e-06i,-0+0i,+61820.9+27.7169i,-3.73946e-06-1.49326e-05i,-3.75266e-06-1.49421e-05i,-3.75714e-06-1.4951e-05i,-0+0i,+95271.6+242903i,+0+0j,+0+0j,-0+0i,+95136.4+242434i,+0+0j,+157714+551.779i,-62620+241367i,+86816.5+97.9832i,+23693+13.1885i,+63032.5-7.39908i,+54565.1+21640.9i,+11361.7+1.72084i,+348894-241693i,+1.50612e+06-301328i,+808300-22793.4i,+492871+235459i,+95370.9+243203i
2016-09-03 19:00:00 PDT,-0+0i,-0+0i,+1.47844e+06-321657i,+0+0j,+0+0j,+0+0j,+1.45521e+06-338639i,-0+0i,+125636+185.228i,+1.32394e+06-349900i,+51110.2+37.7248i,-0+0i,+489343-341683i,+41859.1+20941.3i,+9204.87-20950.3i,+0+0j,+0+0j,+51777.9-42630.7i,+78267.1-63794.9i,+17711.9-42677.3i,-0+0i,+78303.1-63909.7i,-0+0i,+78326.2-64020.9i,+17705.5-42811.7i,+60619.2-21319i,+17698.9-42842.8i,-0+0i,+17690.7-42862.2i,+42928.9+21478.3i,+4.44101e-06-9.15328e-06i,+4.47181e-06-9.12636e-06i,+0+0j,+0+0j,+42610.1+21354.9i,+276920-242014i,+42576.4+21302.5i,-0+0i,+0+0j,-0+0i,+276526-242614i,-0+0i,+260714-243208i,+26535.9-21418.5i,+233866-222276i,+17843.9+3.95041i,+74879.6+53500.9i,+135791-238078i,+88722.6-238431i,+88553-238772i,+66955.3-239063i,+765168-29160.3i,+727820-32226.2i,+20866.8+10435.3i,+612764+294154i,+5.65501e-11-1.63015e-09i,-0+0i,+610448+290259i,+0+0j,+4.46255e-07+1.61446e-06i,+168430+618.076i,+169020-11272i,+158221+243199i,+147615+390.54i,+85307.6+149.585i,+69803.5+54.1736i,-0+0i,+168802-11252.7i,+0+0j,+0+0j,+80931.8-199050i,+39231.9+293199i,+80861.7-199335i,+43987.6+22007.6i,+36848.1-221430i,+36768.5-221940i,+36625.5-222522i,-0+0i,+73.543-222766i,+0+0j,+38017.3+290989i,+62117.8-53220.9i,-24880.2+342797i,-0+0i,-25420.5+341646i,-0+0i,-25915+340787i,-26321.2+339876i,-1.18536e-05-1.35017e-06i,-0+0i,+62080.9+28.1439i,-9.77991e-06-3.10901e-06i,-9.79469e-06-3.1003e-06i,-9.80029e-06-3.0729e-06i,-0+0i,+95943.4+242461i,+0+0j,+0+0j,-0+0i,+95808.8+241990i,+0+0j,+161676+546.275i,-65908.9+240925i,+89414.9+68.5106i,+26105.8+16.0446i,+63212.3-45.525i,+54795.9+21596.7i,+11681.8+1.82297i,+357346-241729i,+1.53983e+06-297420i,+827696-21909.2i,+497142+234615i,+96041.5+242762i
