# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-10-07 00:00:00 PDT,+0-0i,+0-0i,+1.03027e+06+151601i,+0+0j,+0+0j,+0+0j,+1.02139e+06+144263i,+0-0i,+88738.3+30680.7i,+929720+108741i,+62126.2+30597.7i,+0-0i,+403705-51704.5i,+41465.6+20744.4i,+20575.1+9766.67i,+0+0j,+0+0j,+55273.9+19083.6i,+124167+58998.7i,+41378+19047.2i,+0-0i,+124094+58852.4i,+0-0i,+124048+58712.4i,+41341.8+18930i,+82645.8+39619.8i,+41333.3+18906.6i,+0-0i,+41325+18887.1i,+41294.3+20662.8i,+7.93803e-06-2.23297e-06i,+7.92812e-06-2.25963e-06i,+0+0j,+0+0j,+41473.6+20776.4i,+167608-145804i,+41445.5+20736.6i,+0-0i,+0+0j,+0-0i,+167509-145994i,+0-0i,+162629-146183i,+26530.7+9451.33i,+136009-155810i,+5770.42+0.424894i,+72871.3+52066.1i,+26418.2-232232i,+9571.82-232534i,+9467.69-232847i,+1840.04-233143i,+501117+151916i,+485869+150648i,+20623+10314.6i,+474808+416667i,-1.14479e-08+1.37802e-08i,+0-0i,+472793+413296i,+0+0j,-1.45215e-06+5.96175e-06i,+56860.3+71.2724i,+217842+87558.6i,+122414+268326i,+49644.3+44.9108i,+28617+17.2547i,+23826.3+6.38218i,+0-0i,+217461+87289.2i,+0+0j,+0+0j,+58579.6-195395i,+56500.3+229639i,+58466-195665i,+43187.8+21607.4i,+15246.4-217345i,+15133.9-217793i,+14996.4-218265i,+0-0i,+67.5543-218492i,+0+0j,+55683.7+228278i,+21023.2-52572i,+34129+279968i,+0-0i,+33713.1+279191i,+0-0i,+33388+278598i,+33121.6+277991i,+6.39379e-07-5.73177e-06i,+0-0i,+20999+3.73881i,+7.90852e-06-6.10028e-06i,+7.89323e-06-6.07591e-06i,+7.89227e-06-6.055e-06i,+0-0i,+101192+267324i,+0+0j,+0+0j,+0-0i,+101053+266724i,+0+0j,+102150+30870.6i,-1217.25+235158i,+76980.7+30658.3i,+10032.4+2.41584i,+66863.7+30570.1i,+45829.7+21163.2i,+3560.17+0.172631i,+222387-132338i,+1.05265e+06+161771i,+522453+154685i,+398458+358377i,+101309+267817i
2016-10-08 09:00:00 PDT,-0+0i,-0+0i,+940561-349456i,+0+0j,+0+0j,+0+0j,+930303-357005i,-0+0i,+82461.4+340.159i,+845038-362312i,+51919.3+277.313i,-0+0i,+327881-338441i,+42358.7+21191.2i,+9513.49-20961.6i,+0+0j,+0+0j,+33323.9-42626.3i,+80529.7-63460.5i,+18594.4-42656.2i,-0+0i,+80523.7-63556.8i,-0+0i,+80511.6-63652.7i,+18545.6-42745.6i,+61941.5-21007.6i,+18536.7-42773i,-0+0i,+18528.4-42792.4i,+43407+21719.8i,+2.95448e-06+3.44386e-06i,+2.93028e-06+3.39828e-06i,+0+0j,+0+0j,+43247+21677.3i,+153334-249369i,+43216.4+21622.7i,-0+0i,+0+0j,-0+0i,+153117-249738i,-0+0i,+146549-250104i,+16605.4-21427.8i,+129748-228995i,+7400.66+0.667866i,+76229.3+54465.4i,+29436.5-245754i,+9083.55-246044i,+8933.82-246343i,-220.51-246620i,+487854-32997.3i,+471717-34307.6i,+21283.4+10644.9i,+444965+297203i,-6.83215e-09+1.12549e-08i,-0+0i,+443434+294538i,+0+0j,-9.89276e-07+8.05092e-06i,+71006.5+107.918i,+166607-12275.6i,+127284+250888i,+62317.5+68.373i,+36246.1+26.4457i,+29879.5+9.66048i,-0+0i,+166350-12331.5i,+0+0j,+0+0j,+61305.1-203432i,+53369.3+296429i,+61185.8-203715i,+44962.5+22495.3i,+16189.4-226287i,+16066.5-226760i,+15914.9-227261i,-0+0i,+76.424-227497i,+0+0j,+52305.8+294201i,+26055.5-54456i,+25560.6+347215i,-0+0i,+25041.6+346036i,-0+0i,+24577.9+345161i,+24187.5+344267i,+2.42681e-06+1.55971e-06i,-0+0i,+26029.3+5.38443i,-3.44752e-06-1.26687e-05i,-3.44531e-06-1.26836e-05i,-3.46297e-06-1.2688e-05i,-0+0i,+101067+250161i,+0+0j,+0+0j,-0+0i,+100943+249713i,+0+0j,+99729.2+687.475i,+1117.62+248512i,+69323.8+509.729i,+11152.8+2.85503i,+58114.3+449.414i,+49021.8+22141.8i,+4800.3+0.300005i,+212379-236198i,+965617-338934i,+513644-30083.2i,+365931+240250i,+101168+250511i
2016-10-08 10:00:00 PDT,-0+0i,-0+0i,+938372-349615i,+0+0j,+0+0j,+0+0j,+928285-357132i,-0+0i,+82487.1+341.898i,+843007-362421i,+51925+279.019i,-0+0i,+326846-338468i,+42362.1+21192.9i,+9515.76-20961.6i,+0+0j,+0+0j,+32910.9-42627.1i,+80549.8-63458.2i,+18601.7-42656.7i,-0+0i,+80543.8-63554.5i,-0+0i,+80531.8-63650.5i,+18552.6-42746i,+61954.5-21005i,+18543.7-42773.3i,-0+0i,+18535.4-42792.7i,+43413+21722.7i,-4.49649e-06-9.76621e-06i,-4.51613e-06-9.78421e-06i,+0+0j,+0+0j,+43253.2+21680.4i,+152677-249375i,+43222.7+21625.8i,-0+0i,+0+0j,-0+0i,+152462-249743i,-0+0i,+146055-250108i,+16419.4-21428.1i,+129440-228997i,+7210.63+0.633908i,+76241.3+54473.9i,+29109.6-245766i,+8814.53-246056i,+8665.15-246355i,-248.815-246631i,+486634-33041.1i,+470940-34344.5i,+21286.3+10646.3i,+444257+297356i,-1.25616e-08+5.4914e-10i,-0+0i,+442729+294697i,+0+0j,+5.12468e-06+7.73882e-06i,+71016.9+108.357i,+166696-12122.6i,+127233+250899i,+62557.9+68.8065i,+36256.2+26.5615i,+30049.6+9.76936i,-0+0i,+166440-12178.9i,+0+0j,+0+0j,+60859.8-203467i,+53882.8+296616i,+60741.3-203749i,+44969.6+22498.8i,+15737.9-226324i,+15615.7-226798i,+15464.6-227298i,-0+0i,+76.4649-227535i,+0+0j,+52818.7+294387i,+26285.6-54463.8i,+25842.9+347407i,-0+0i,+25323.7+346227i,-0+0i,+24859.9+345352i,+24469.5+344457i,-9.42332e-06-9.80454e-06i,-0+0i,+26259.4+5.46392i,+2.08353e-06-3.69246e-06i,+2.09989e-06-3.67713e-06i,+2.08122e-06-3.65147e-06i,-0+0i,+100785+250172i,+0+0j,+0+0j,-0+0i,+100661+249725i,+0+0j,+99420.1+688.962i,+1144.97+248523i,+68905.8+512.345i,+10842.7+2.69796i,+58007.1+452.888i,+48909.8+22145.6i,+4680.28+0.285138i,+211747-236215i,+963702-339127i,+512666-30138.5i,+365980+240413i,+100886+250522i
2016-10-08 11:00:00 PDT,-0+0i,-0+0i,+932924-349832i,+0+0j,+0+0j,+0+0j,+923148-357271i,-0+0i,+82367.3+342.272i,+837996-362512i,+51925.4+279.573i,-0+0i,+324961-338518i,+42360.7+21192.2i,+9517.59-20960.3i,+0+0j,+0+0j,+32916.4-42622.4i,+80556-63451i,+18607.1-42652i,-0+0i,+80549.4-63547.1i,-0+0i,+80537-63642.9i,+18557.7-42740.8i,+61954.4-21002.4i,+18548.7-42768i,-0+0i,+18540.4-42787.5i,+43407.8+21720.2i,+5.7774e-06-2.96833e-06i,+5.76369e-06-2.99418e-06i,+0+0j,+0+0j,+43249.5+21678.7i,+150893-249466i,+43219.1+21624.1i,-0+0i,+0+0j,-0+0i,+150680-249831i,-0+0i,+144574-250193i,+16123-21425.7i,+128257-229083i,+6910.57+0.582288i,+76235.9+54470i,+27925.2-245851i,+7914.97-246140i,+7765.43-246438i,-908.556-246714i,+483791-32984.4i,+468100-34274.5i,+21284.7+10645.5i,+442150+297020i,-4.34658e-09-9.98832e-09i,-0+0i,+440624+294369i,+0+0j,-4.52636e-06+1.58181e-05i,+69582.7+104.104i,+166584-12503.7i,+126793+250971i,+61365.3+66.1298i,+35435.1+25.476i,+29529.3+9.43451i,-0+0i,+166328-12560.2i,+0+0j,+0+0j,+60855.6-203436i,+53757.5+296187i,+60736.2-203718i,+44963.5+22495.8i,+15738.7-226290i,+15616-226762i,+15464.6-227260i,-0+0i,+76.4392-227497i,+0+0j,+52698.2+293963i,+25915.4-54459.2i,+26095.1+346983i,-0+0i,+25577.5+345805i,-0+0i,+25115+344932i,+24725.8+344039i,-1.46288e-05-1.18078e-05i,-0+0i,+25889.3+5.35973i,-5.53585e-06-3.12766e-06i,-5.54842e-06-3.11996e-06i,-5.55381e-06-3.08382e-06i,-0+0i,+100715+250246i,+0+0j,+0+0j,-0+0i,+100592+249800i,+0+0j,+98688.8+686.804i,+1806.32+248601i,+68547.1+512.759i,+10722.6+2.63871i,+57769+453.946i,+48667.1+22144i,+4440.25+0.256655i,+209847-236248i,+958220-339451i,+509546-30112.9i,+363986+240089i,+100817+250595i
2016-10-08 12:00:00 PDT,-0+0i,-0+0i,+929064-349958i,+0+0j,+0+0j,+0+0j,+919505-357345i,-0+0i,+82200.1+343.083i,+834530-362555i,+51928.4+280.639i,-0+0i,+323993-338507i,+42361.9+21192.8i,+9519.37-20959.9i,+0+0j,+0+0j,+33340.6-42620i,+80563.3-63447.4i,+18611.1-42649.9i,-0+0i,+80556.1-63543.1i,-0+0i,+80543.1-63638.7i,+18561.5-42738.2i,+61956.3-21000.6i,+18552.5-42765.3i,-0+0i,+18544.2-42784.8i,+43405.9+21719.3i,-4.87412e-07-4.21409e-07i,-5.07475e-07-4.27971e-07i,+0+0j,+0+0j,+43249.7+21678.9i,+149633-249528i,+43219.3+21624.2i,-0+0i,+0+0j,-0+0i,+149421-249891i,-0+0i,+143506-250251i,+15965.8-21424.9i,+127347-229141i,+6750.55+0.555618i,+76238.1+54471.6i,+27008.1-245913i,+7240.17-246202i,+7090.48-246500i,-1543.49-246776i,+481866-32970.7i,+465740-34252i,+21285.9+10646.1i,+440833+296884i,+4.17025e-09+1.15362e-08i,-0+0i,+439313+294240i,+0+0j,+1.15776e-05+1.41717e-05i,+67987.8+99.0849i,+166755-12676.8i,+126304+251036i,+59822+62.8343i,+34523.9+24.2034i,+28808.9+8.97837i,-0+0i,+166497-12734.3i,+0+0j,+0+0j,+61312.8-203441i,+53452.2+296012i,+61191.4-203722i,+44965.7+22496.9i,+16191.4-226295i,+16067.4-226766i,+15914.9-227263i,-0+0i,+76.4322-227499i,+0+0j,+52395.4+293791i,+25285.2-54463.7i,+26424+346815i,-0+0i,+25906.9+345638i,-0+0i,+25444.9+344764i,+25056.2+343873i,-8.73112e-06+4.78251e-06i,-0+0i,+25259.2+5.11897i,+6.88083e-06-4.69647e-07i,+6.87943e-06-4.54431e-07i,+6.87116e-06-4.11348e-07i,-0+0i,+100857+250310i,+0+0j,+0+0j,-0+0i,+100734+249865i,+0+0j,+98195.3+687.459i,+2441.59+248666i,+68565.2+515.163i,+10892.7+2.72283i,+57617.1+456.242i,+48511.1+22145.9i,+4280.24+0.238465i,+208439-236227i,+953988-339656i,+507059-30124.9i,+362068+239968i,+100959+250661i
2016-10-08 13:00:00 PDT,-0+0i,-0+0i,+926749-350074i,+0+0j,+0+0j,+0+0j,+917355-357429i,-0+0i,+82163.2+343.98i,+832425-362621i,+51931.6+281.595i,-0+0i,+323207-338517i,+42363.8+21193.7i,+9520.66-20959.9i,+0+0j,+0+0j,+33344.5-42619.8i,+80573.1-63445.7i,+18615-42649.7i,-0+0i,+80565.6-63541.4i,-0+0i,+80552.4-63636.8i,+18565.1-42737.7i,+61961.8-20999.2i,+18556.1-42764.8i,-0+0i,+18547.9-42784.3i,+43407.7+21720.1i,+7.63607e-06+1.76445e-06i,+7.60162e-06+1.74012e-06i,+0+0j,+0+0j,+43252.4+21680.2i,+148874-249553i,+43222.1+21625.5i,-0+0i,+0+0j,-0+0i,+148662-249914i,-0+0i,+142899-250274i,+15818.3-21424.9i,+126887-229163i,+6600.52+0.531155i,+76244+54475.8i,+26538.2-245940i,+6880.38-246228i,+6730.78-246526i,-1783.04-246803i,+480668-32985.9i,+464544-34261.1i,+21287.6+10647i,+440058+296900i,+5.82994e-10+6.38221e-09i,-0+0i,+438541+294262i,+0+0j,+7.70595e-06+2.64415e-06i,+67376.1+97.362i,+166873-12672.5i,+126091+251063i,+59331+61.7642i,+34173.5+23.7688i,+28608.7+8.85298i,-0+0i,+166615-12730.6i,+0+0j,+0+0j,+61317.7-203457i,+53550.9+296031i,+61195.9-203738i,+44969.5+22498.8i,+16191.9-226313i,+16067.6-226784i,+15915-227280i,-0+0i,+76.4478-227516i,+0+0j,+52494.8+293810i,+25145.2-54468.8i,+26663.7+346839i,-0+0i,+26146.7+345661i,-0+0i,+25684.9+344788i,+25296.3+343896i,-5.20444e-07-5.88566e-06i,-0+0i,+25119.2+5.06208i,+1.74693e-06-9.50108e-06i,+1.73986e-06-9.533e-06i,+1.71712e-06-9.51361e-06i,-0+0i,+100784+250338i,+0+0j,+0+0j,-0+0i,+100660+249893i,+0+0j,+97882+688.182i,+2680.9+248693i,+68393+517i,+10832.7+2.6926i,+57505.2+458.397i,+48396.1+22148.2i,+4160.22+0.225254i,+207641-236229i,+951654-339814i,+505753-30154i,+361358+239996i,+100885+250689i
2016-10-08 14:00:00 PDT,-0+0i,-0+0i,+950589-349311i,+0+0j,+0+0j,+0+0j,+940843-356994i,-0+0i,+84322.8+337.21i,+853655-362394i,+51897.9+271.473i,-0+0i,+330160-338772i,+42343.2+21183.4i,+9507.59-20959.7i,+0+0j,+0+0j,+34148.2-42621.2i,+80480-63461.2i,+18578.1-42651.7i,-0+0i,+80474.5-63557.7i,-0+0i,+80462.9-63653.8i,+18530.1-42741.6i,+61908.3-21012.6i,+18521.2-42768.8i,-0+0i,+18512.9-42788.3i,+43389.3+21710.9i,-4.30911e-06-4.67924e-06i,-4.32273e-06-4.69126e-06i,+0+0j,+0+0j,+43227.2+21667.5i,+154054-249251i,+43196.7+21612.9i,-0+0i,+0+0j,-0+0i,+153837-249619i,-0+0i,+147849-249984i,+16077-21425.3i,+131576-228878i,+6880.57+0.577577i,+76189.9+54437.2i,+31318.9-245613i,+10430.9-245902i,+10281.2-246200i,+1366.62-246476i,+493016-32913.3i,+475979-34249.1i,+21270.4+10638.3i,+447514+296804i,-3.76262e-09-5.29765e-09i,-0+0i,+445965+294121i,+0+0j,+7.49845e-06-8.4826e-08i,+71648.9+110.383i,+167215-12538.5i,+127399+250717i,+63219.2+70.0897i,+36286.6+26.9088i,+30499.9+10.0734i,-0+0i,+166959-12593.7i,+0+0j,+0+0j,+62172.9-203276i,+53167.4+295992i,+62053.5-203557i,+44929.1+22478.6i,+17090.3-226112i,+16968-226583i,+16815.4-227083i,-0+0i,+76.334-227319i,+0+0j,+52104.2+293771i,+26915.8-54417.5i,+24498+346750i,-0+0i,+23980.6+345575i,-0+0i,+23518+344703i,+23128.9+343811i,-4.79962e-06+4.30708e-06i,-0+0i,+26889.4+5.71592i,+2.14824e-07-3.30208e-06i,+2.01179e-07-3.295e-06i,+2.03026e-07-3.30295e-06i,-0+0i,+100321+249993i,+0+0j,+0+0j,-0+0i,+100197+249546i,+0+0j,+100569+678.011i,-466.95+248357i,+69060.4+497.137i,+11413+2.99189i,+57591.1+437.08i,+48510.5+22125.5i,+4320.24+0.243168i,+213874-236562i,+977333-338571i,+519912-29932i,+367301+239816i,+100422+250341i
2016-10-08 15:00:00 PDT,-0+0i,-0+0i,+1.06008e+06-345440i,+0+0j,+0+0j,+0+0j,+1.04874e+06-354719i,-0+0i,+94252.1+306.75i,+951136-361135i,+51740.9+224.449i,-0+0i,+361320-339941i,+42247.1+21135.3i,+9446.91-20958.4i,+0+0j,+0+0j,+36921.9-42627.7i,+80054.5-63530.9i,+18409.8-42660.3i,-0+0i,+80058.2-63631.3i,-0+0i,+80054.2-63730.7i,+18370.2-42759.4i,+61664.2-21073.5i,+18361.5-42787.1i,-0+0i,+18353.2-42806.5i,+43306.3+21668.7i,-8.36458e-06-1.86632e-06i,-8.41872e-06-1.88546e-06i,+0+0j,+0+0j,+43110.9+21608.9i,+177899-247821i,+43080.1+21554.5i,-0+0i,+0+0j,-0+0i,+177659-248218i,-0+0i,+170727-248612i,+17109.7-21426.5i,+153405-227528i,+8010.78+0.785387i,+75939.1+54258i,+53571.9-244075i,+26859.3-244368i,+26708.7-244669i,+16269.6-244941i,+549685-32490.5i,+529401-34121.7i,+21188.9+10597.4i,+481566+296417i,+1.72765e-09+1.05908e-08i,-0+0i,+479860+293522i,+0+0j,-1.50046e-06+3.4931e-06i,+92625.1+187.56i,+168431-11890.2i,+133725+249089i,+82718.4+119.926i,+46805.1+45.6504i,+40087.3+17.496i,-0+0i,+168183-11931.2i,+0+0j,+0+0j,+65103.4-202422i,+52054.1+295820i,+64997.5-202701i,+44737.2+22382.6i,+20228.4-225162i,+20117.2-225640i,+19966.9-226156i,-0+0i,+75.8247-226392i,+0+0j,+50958.2+293602i,+35869.7-54173.4i,+14377.3+346343i,-0+0i,+13858+345178i,-0+0i,+13391+344314i,+13000.1+343421i,-1.62231e-06+2.781e-06i,-0+0i,+35841.1+9.64651i,-3.9114e-06-1.69896e-06i,-3.9269e-06-1.66808e-06i,-3.94253e-06-1.65693e-06i,-0+0i,+97690.5+248371i,+0+0j,+0+0j,-0+0i,+97563.1+247923i,+0+0j,+112836+632.628i,-15355+246783i,+71490.6+403.947i,+13504.2+4.20918i,+57925.8+338.293i,+48976+22018.9i,+5000.32+0.327352i,+242659-238101i,+1.09582e+06-332336i,+585661-28764.1i,+395908+239007i,+97792.3+248704i
2016-10-08 16:00:00 PDT,-0+0i,-0+0i,+1.20489e+06-338750i,+0+0j,+0+0j,+0+0j,+1.19055e+06-350408i,-0+0i,+105992+265.536i,+1.0805e+06-358333i,+51528.8+161.158i,-0+0i,+404331-340968i,+42117.3+21070.4i,+9364.77-20956.6i,+0+0j,+0+0j,+41732.3-42633.1i,+79460.8-63624.2i,+18176.2-42669.7i,-0+0i,+79475.8-63729.7i,-0+0i,+79481.4-63833.1i,+18147.9-42780.7i,+61319.8-21157.1i,+18139.7-42809.2i,-0+0i,+18131.4-42828.7i,+43185.3+21607.6i,-1.48741e-06+5.16657e-06i,-1.47538e-06+5.17142e-06i,+0+0j,+0+0j,+42947.7+21526.3i,+210744-245869i,+42916.2+21472.5i,-0+0i,+0+0j,-0+0i,+210463-246318i,-0+0i,+201468-246764i,+19354.6-21426.7i,+181873-225719i,+10391.3+1.3274i,+75591.2+54009.4i,+82624.5-242013i,+48408.8-242319i,+48254.1-242629i,+34845.2-242902i,+624943-31656i,+599134-33732.2i,+21080.1+10542.7i,+526916+295860i,-5.92422e-09-2.31231e-08i,-0+0i,+525004+292652i,+0+0j,+4.25385e-06-7.26027e-06i,+119228+312.553i,+169447-11251.5i,+141936+246991i,+106437+199.834i,+60265.1+76.0854i,+51508.7+29.0924i,-0+0i,+169208-11273.2i,+0+0j,+0+0j,+70221.9-201279i,+48768.7+295365i,+70130-201558i,+44482.5+22255.2i,+25617.8-223894i,+25518.2-224382i,+25369.8-224919i,-0+0i,+75.1171-225157i,+0+0j,+47631.1+293151i,+46085.5-53849.8i,+808.849+345574i,-0+0i,+284.214+344418i,-0+0i,-190.74+343559i,-585.815+342662i,+6.71994e-06+1.68046e-06i,-0+0i,+46054.1+15.5161i,-6.97536e-06-3.53197e-06i,-6.98547e-06-3.50717e-06i,-6.99428e-06-3.4908e-06i,-0+0i,+95684.9+246273i,+0+0j,+0+0j,-0+0i,+95554.1+245819i,+0+0j,+129382+586.074i,-33895.1+244726i,+76314+283.648i,+17266.8+6.92706i,+58977.6+206.252i,+50207.4+21876.2i,+6520.55+0.560378i,+281386-239691i,+1.25038e+06-322178i,+671164-26825.6i,+431854+237812i,+95786.3+246591i
2016-10-08 17:00:00 PDT,-0+0i,-0+0i,+1.32841e+06-332021i,+0+0j,+0+0j,+0+0j,+1.31123e+06-345942i,-0+0i,+115805+233.1i,+1.19071e+06-355305i,+51351.9+108.207i,-0+0i,+441545-341606i,+42010.8+21017.2i,+9294.57-20956i,+0+0j,+0+0j,+46156.1-42639.6i,+78958.5-63706.5i,+17975.9-42680.3i,-0+0i,+78983-63816.2i,-0+0i,+78996.5-63923.2i,+17957.3-42801.7i,+61030.6-21228.3i,+17949.6-42831i,-0+0i,+17941.4-42850.5i,+43087.6+21558.2i,+6.65129e-06-1.34338e-05i,+6.66613e-06-1.34539e-05i,+0+0j,+0+0j,+42814.6+21458.9i,+239084-244105i,+42782.5+21405.6i,-0+0i,+0+0j,-0+0i,+238762-244610i,-0+0i,+227765-245111i,+21529.1-21428i,+205969-224106i,+12682+1.98433i,+75307.3+53806.6i,+107203-240196i,+66754.8-240521i,+66595.8-240843i,+50376.5-241122i,+688858-30831.4i,+657984-33328.1i,+20992.1+10498.4i,+565866+295729i,+3.95974e-09-1.26623e-08i,-0+0i,+563781+292236i,+0+0j,-6.27474e-06+2.14816e-06i,+141415+440.382i,+170572-10466.2i,+148844+245212i,+125887+281.068i,+71455.7+107.088i,+60720.1+40.6614i,-0+0i,+170341-10471.8i,+0+0j,+0+0j,+74947.9-200365i,+45858.6+295290i,+74866.7-200645i,+44279.1+22153.4i,+30559.5-222881i,+30469.3-223378i,+30322.6-223934i,-0+0i,+74.55-224174i,+0+0j,+44682.4+293071i,+54301.3-53588i,-10379+345233i,-0+0i,-10911+344079i,-0+0i,-11395.1+343220i,-11795.5+342316i,-2.95364e-06-1.65085e-05i,-0+0i,+54267.5+21.13i,-4.06059e-06-1.00111e-05i,-4.06577e-06-1.00245e-05i,-4.06484e-06-1.00138e-05i,-0+0i,+94375.9+244491i,+0+0j,+0+0j,-0+0i,+94242.8+244030i,+0+0j,+143578+561.819i,-49390+242959i,+80909.1+187.622i,+20759.9+10.0673i,+60070.6+97.9267i,+51453.1+21760.7i,+8000.84+0.848308i,+314622-240863i,+1.38196e+06-312156i,+743393-24957.1i,+462179+237079i,+94476.5+244798i
2016-10-08 18:00:00 PDT,-0+0i,-0+0i,+1.39847e+06-327000i,+0+0j,+0+0j,+0+0j,+1.3786e+06-342322i,-0+0i,+119606+207.604i,+1.25385e+06-352552i,+51234.4+74.1503i,-0+0i,+465179-341492i,+41936.1+20979.8i,+9252.01-20952.6i,+0+0j,+0+0j,+50649.5-42629.1i,+78607.9-63746.4i,+17844.8-42674.4i,-0+0i,+78636.6-63857.8i,-0+0i,+78653.4-63966.2i,+17832.2-42801.1i,+60815.4-21273i,+17825-42831.3i,-0+0i,+17816.7-42850.7i,+42997.8+21513.2i,-5.07257e-06-5.11907e-06i,-5.06756e-06-5.03027e-06i,+0+0j,+0+0j,+42707+21404.2i,+256581-243211i,+42674.1+21351.4i,-0+0i,+0+0j,-0+0i,+256226-243758i,-0+0i,+243084-244301i,+23893.9-21421.8i,+218903-223332i,+15122.8+2.82979i,+75086.9+53649.1i,+120487-239275i,+76791.6-239612i,+76627-239942i,+57479-240228i,+725738-29948.5i,+689874-32717.1i,+20929.9+10467i,+587994+294610i,-2.49333e-09+5.82395e-09i,-0+0i,+585804+290926i,+0+0j,+9.25825e-06+9.89053e-06i,+151816+502.73i,+170076-11258.4i,+152425+244339i,+133454+318.502i,+76800.7+122.289i,+63944.7+45.2683i,-0+0i,+169848-11253.7i,+0+0j,+0+0j,+79755-199681i,+40993.4+293820i,+79673.3-199965i,+44131.7+22079.7i,+35513.3-222130i,+35423.7-222631i,+35275.5-223198i,-0+0i,+73.9843-223440i,+0+0j,+39805.3+291610i,+56503.1-53409i,-17463.1+343601i,-0+0i,-17997.7+342449i,-0+0i,-18485.6+341590i,-18888.3+340685i,+9.43737e-06-9.81156e-06i,-0+0i,+56468.5+22.914i,+7.28143e-06-4.9426e-06i,+7.28179e-06-4.94724e-06i,+7.26989e-06-4.92927e-06i,-0+0i,+95760.6+243613i,+0+0j,+0+0j,-0+0i,+95628.2+243146i,+0+0j,+152044+551.716i,-56465.5+242078i,+85808.5+130.659i,+24313.7+13.8623i,+61406.1+26.8986i,+52886.2+21679.1i,+9601.21+1.22644i,+334003-241133i,+1.45353e+06-305213i,+782352-23451.4i,+475718+235546i,+95858.6+243918i
2016-10-08 19:00:00 PDT,-0+0i,-0+0i,+1.4212e+06-325138i,+0+0j,+0+0j,+0+0j,+1.40028e+06-340935i,-0+0i,+120546+197.679i,+1.27443e+06-351456i,+51192+62.0326i,-0+0i,+473425-341373i,+41908.5+20966i,+9237.25-20950.8i,+0+0j,+0+0j,+52704.2-42622.2i,+78476.9-63758i,+17797.3-42669.7i,-0+0i,+78506.5-63869.8i,-0+0i,+78524.1-63978.5i,+17786.8-42797.9i,+60732.3-21288.7i,+17779.8-42828.5i,-0+0i,+17771.5-42847.9i,+42960.1+21494.3i,+3.14692e-06+2.10332e-06i,+3.11931e-06+2.0778e-06i,+0+0j,+0+0j,+42664.3+21382.5i,+262410-242954i,+42631+21329.8i,-0+0i,+0+0j,-0+0i,+262043-243517i,-0+0i,+248038-244076i,+24867-21418.2i,+222875-223120i,+16123.2+3.2202i,+75001.1+53587.7i,+124592-239008i,+79929.9-239349i,+79762.7-239682i,+59371.2-239970i,+737832-29565.1i,+699714-32428.9i,+20906.7+10455.2i,+595123+293961i,-1.11216e-08-1.14062e-08i,-0+0i,+592897+290208i,+0+0j,-3.67093e-06+1.45179e-05i,+154421+517.285i,+169733-11845i,+153434+244092i,+134862+326.442i,+78124.2+125.805i,+64415.4+46.0005i,-0+0i,+169506-11836.9i,+0+0j,+0+0j,+81955.5-199415i,+38604.5+292964i,+81871.7-199702i,+44075.8+22051.7i,+37767.2-221840i,+37676.4-222342i,+37526.9-222912i,-0+0i,+73.736-223155i,+0+0j,+37415.3+290759i,+56583.1-53343.5i,-19932.9+342689i,-0+0i,-20467.6+341538i,-0+0i,-20956.2+340679i,-21359.4+339776i,-1.66764e-05-1.13004e-05i,-0+0i,+56548.5+23.0601i,+1.24644e-05-5.32685e-06i,+1.24595e-05-5.33747e-06i,+1.24608e-05-5.33488e-06i,-0+0i,+96692.3+243363i,+0+0j,+0+0j,-0+0i,+96560.6+242894i,+0+0j,+154860+549.02i,-58347.8+241826i,+87928.1+111.662i,+25885.5+15.7353i,+61949.3+1.40125i,+53463.9+21648.8i,+10241.4+1.3975i,+340267-241157i,+1.47611e+06-302723i,+794481-22863.1i,+479002+234746i,+96789+243669i
