# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-06-03 00:00:00 PDT,+0-0i,+0-0i,+1.01105e+06+150873i,+0+0j,+0+0j,+0+0j,+1.00322e+06+143816i,+0-0i,+88257+30700.1i,+912131+108451i,+62145.8+30617.9i,+0-0i,+396641-51616i,+41484.5+20753.8i,+20575.7+9777.43i,+0+0j,+0+0j,+54012.8+19117.7i,+124192+59081.4i,+41378.4+19082.8i,+0-0i,+124119+58934.1i,+0-0i,+124072+58793.2i,+41340.9+18964i,+82669+39665.8i,+41332+18940.3i,+0-0i,+41323.8+18920.8i,+41318.4+20674.9i,+4.51533e-06-7.91982e-06i,+4.46809e-06-7.945e-06i,+0+0j,+0+0j,+41502.7+20791.3i,+162116-145910i,+41474.9+20751.3i,+0-0i,+0+0j,+0-0i,+162024-146091i,+0-0i,+158081-146271i,+25510.5+9472.38i,+132487-155913i,+4750.28+0.287707i,+72931.3+52109i,+22844.6-232416i,+6856.37-232719i,+6753.08-233032i,+206.573-233328i,+490850+151876i,+476949+150660i,+20639.3+10322.8i,+468525+417157i,+4.90419e-09+1.61035e-08i,+0-0i,+466533+413828i,+0+0j,+8.45127e-06-4.18581e-06i,+53783.7+64.5661i,+218282+87939.1i,+121251+268543i,+47620.5+41.0013i,+26915.4+15.5783i,+23055.9+5.96992i,+0-0i,+217902+87665i,+0+0j,+0+0j,+57265.4-195571i,+58259.1+230069i,+57152-195839i,+43226+21626.5i,+13894.4-217537i,+13782.3-217984i,+13645.7-218453i,+0-0i,+67.7015-218680i,+0+0j,+57444.7+228704i,+20703.1-52618.2i,+36210.5+280437i,+0-0i,+35794.7+279659i,+0-0i,+35470+279065i,+35204+278455i,-7.66268e-06-2.27351e-06i,+0-0i,+20679+3.60462i,+4.91928e-06+6.59773e-06i,+4.91767e-06+6.59201e-06i,+4.91513e-06+6.59681e-06i,+0-0i,+100347+267543i,+0+0j,+0+0j,+0-0i,+100208+266945i,+0+0j,+99673.1+30906.3i,+414.054+235348i,+75192.9+30703.5i,+8921.88+1.90857i,+66189.8+30619.3i,+45155+21185.1i,+2840.11+0.10974i,+216607-132262i,+1.03376e+06+160677i,+512050+154537i,+394645+358947i,+100465+268035i
2016-06-04 09:00:00 PDT,-0+0i,-0+0i,+721866-355396i,+0+0j,+0+0j,+0+0j,+717419-360251i,-0+0i,+65784.1+402.842i,+649576-363880i,+52194.7+362.982i,-0+0i,+264033-336528i,+42516.9+21270.3i,+9630.46-20955.4i,+0+0j,+0+0j,+31542.9-42582.3i,+81297-63294.3i,+18914.7-42610.9i,-0+0i,+81269.9-63381.7i,-0+0i,+81240.3-63470.3i,+18849.5-42680.7i,+62355.1-20885.8i,+18839.6-42706.5i,-0+0i,+18831.4-42725.9i,+43514.6+21774.7i,-1.20567e-05-9.16076e-06i,-1.20756e-05-9.19797e-06i,+0+0j,+0+0j,+43427.3+21769i,+99393.7-252095i,+43398+21713.5i,-0+0i,+0+0j,-0+0i,+99218.9-252411i,-0+0i,+97393.8-252727i,+11946.4-21411.2i,+85276.2-231594i,+2550.08+0.0788905i,+76637.5+54756.9i,-15789.6-248700i,-24645-248992i,-24796.8-249291i,-29629.1-249582i,+375336-33111.7i,+361658-33932.7i,+21417.7+10712.2i,+374323+296456i,-1.57015e-08-5.3693e-10i,-0+0i,+373077+294164i,+0+0j,+1.16628e-05+2.0802e-05i,+22079.3+9.40554i,+166072-15172.5i,+112056+254038i,+17695.5+5.60901i,+10542.2+2.25477i,+8890.84+0.847284i,-0+0i,+165792-15259i,+0+0j,+0+0j,+59440.2-204734i,+53539.2+294672i,+59283.6-205016i,+45265.6+22647i,+13977.7-227735i,+13827.3-228182i,+13665-228640i,-0+0i,+77.2607-228874i,+0+0j,+52559+292465i,+7171.25-54859.2i,+44747.3+345887i,-0+0i,+44235.9+344692i,-0+0i,+43783.7+343806i,+43401.4+342920i,-5.90953e-06+1.3852e-07i,-0+0i,+7149.04+0.649308i,+4.5227e-06+9.50065e-06i,+4.51345e-06+9.46541e-06i,+4.51534e-06+9.50592e-06i,-0+0i,+104729+253304i,+0+0j,+0+0j,-0+0i,+104613+252867i,+0+0j,+73951.1+776.322i,+30539.3+251579i,+63105.3+679.281i,+8041.45+1.47206i,+55017.2+630.576i,+45669.2+22321.8i,+1080.01+0.0150586i,+149560-233651i,+731013-348785i,+382914-31407.5i,+301044+240197i,+104830+253681i
2016-06-04 10:00:00 PDT,-0+0i,-0+0i,+714771-355451i,+0+0j,+0+0j,+0+0j,+710052-360228i,-0+0i,+65051.7+404.957i,+642961-363804i,+52203.2+365.982i,-0+0i,+262483-336409i,+42520.4+21272.1i,+9635.42-20954.2i,+0+0j,+0+0j,+31554.3-42578.3i,+81320.2-63285.6i,+18926.1-42606.9i,-0+0i,+81292.5-63372.7i,-0+0i,+81262.4-63461.2i,+18860.4-42676.2i,+62366.2-20881.1i,+18850.6-42702i,-0+0i,+18842.3-42721.5i,+43514.6+21774.8i,+4.00684e-06-7.72759e-07i,+4.0239e-06-7.27493e-07i,+0+0j,+0+0j,+43429.1+21769.8i,+98227.3-252218i,+43399.7+21714.4i,-0+0i,+0+0j,-0+0i,+98052-252534i,-0+0i,+95926.3-252849i,+12252.5-21409.2i,+83502.4-231717i,+2850.1+0.0985402i,+76642.7+54760.7i,-17579.6-248832i,-25795.7-249124i,-25947.8-249422i,-31020.3-249714i,+371233-33049.4i,+357562-33854.8i,+21420.6+10713.7i,+372038+296175i,+1.20884e-08-4.61242e-09i,-0+0i,+370800+293893i,+0+0j,+1.16467e-05+8.58226e-06i,+20357.6+7.68126i,+165723-15575.7i,+111741+254185i,+15734.4+4.45421i,+9621.78+1.80271i,+7670.62+0.630524i,-0+0i,+165443-15662.1i,+0+0j,+0+0j,+59450-204762i,+53139.5+294286i,+59291.8-205045i,+45272.2+22650.3i,+13979-227767i,+13827.5-228214i,+13664.9-228671i,-0+0i,+77.2224-228905i,+0+0j,+52162.4+292083i,+6131.16-54868.7i,+45393.2+345516i,-0+0i,+44882.1+344321i,-0+0i,+44430.5+343436i,+44048.4+342551i,+8.89796e-08-4.46476e-06i,-0+0i,+6109.15+0.515925i,+1.92977e-06-4.23066e-06i,+1.93367e-06-4.26239e-06i,+1.92121e-06-4.25831e-06i,-0+0i,+105455+253448i,+0+0j,+0+0j,-0+0i,+105340+253011i,+0+0j,+73285.1+780.543i,+31930.9+251717i,+63481.1+685.256i,+8161.5+1.5161i,+55272.4+635.951i,+45916+22325.4i,+1320.02+0.0224919i,+147967-233523i,+723261-348957i,+377872-31385.8i,+298650+239931i,+105555+253828i
2016-06-04 11:00:00 PDT,-0+0i,-0+0i,+718480-355218i,+0+0j,+0+0j,+0+0j,+712867-360028i,-0+0i,+65067.6+401.364i,+645736-363615i,+52189.1+362.36i,-0+0i,+264255-336408i,+42509.2+21266.5i,+9632.5-20952.2i,+0+0j,+0+0j,+31544.1-42572.9i,+81283.7-63283.2i,+18915.8-42601.5i,-0+0i,+81256.5-63370.5i,-0+0i,+81226.8-63459.1i,+18850.7-42671.4i,+62340.9-20884.1i,+18841.1-42697.5i,-0+0i,+18832.8-42717i,+43499.1+21767i,-6.00916e-06+3.12801e-06i,-6.02577e-06+3.103e-06i,+0+0j,+0+0j,+43410.6+21760.3i,+100087-252261i,+43381.1+21705.1i,-0+0i,+0+0j,-0+0i,+99907.6-252578i,-0+0i,+96927.9-252894i,+13095.6-21405.9i,+83658.8-231765i,+3700.16+0.166169i,+76605.3+54734i,-17372.7-248857i,-25334.4-249148i,-25486.9-249444i,-31239.8-249735i,+372337-32891.9i,+358659-33702.1i,+21410.7+10708.7i,+372984+295437i,+1.18583e-08+3.5344e-09i,-0+0i,+371736+293144i,+0+0j,+2.51378e-06-1.76645e-05i,+21167.9+8.01966i,+164829-16353i,+112404+254198i,+15864.5+4.52858i,+10021.8+1.83148i,+7220.55+0.55904i,-0+0i,+164551-16436.2i,+0+0j,+0+0j,+59423.6-204654i,+52309.5+293387i,+59265.8-204938i,+45248+22638.2i,+13977.4-227649i,+13826.5-228097i,+13664.6-228555i,-0+0i,+77.05-228789i,+0+0j,+51333.8+291193i,+5861.13-54840.6i,+44836.8+344605i,-0+0i,+44327.1+343414i,-0+0i,+43876.4+342532i,+43495.2+341652i,+2.44896e-06-3.94521e-06i,-0+0i,+5839.17+0.493148i,+2.13258e-06+7.64756e-06i,+2.12556e-06+7.60395e-06i,+2.11184e-06+7.61054e-06i,-0+0i,+106390+253460i,+0+0j,+0+0j,-0+0i,+106276+253022i,+0+0j,+74002.8+775.645i,+32149.7+251733i,+64466.9+678.428i,+8501.62+1.64612i,+55916.6+627.468i,+46568.2+22312.2i,+2000.05+0.0516689i,+149769-233546i,+727179-348680i,+378841-31219.9i,+299228+239166i,+106490+253841i
2016-06-04 12:00:00 PDT,-0+0i,-0+0i,+725604-354949i,+0+0j,+0+0j,+0+0j,+719052-359835i,-0+0i,+65277.4+398.553i,+651689-363462i,+52178.6+359.291i,-0+0i,+267098-336394i,+42502.4+21263.1i,+9628.83-20951.8i,+0+0j,+0+0j,+31532.4-42573i,+81252.9-63287.4i,+18904.2-42601.5i,-0+0i,+81226.5-63375.1i,-0+0i,+81197.5-63464i,+18839.7-42672.3i,+62323.3-20888.3i,+18830.3-42698.7i,-0+0i,+18822-42718.2i,+43492.5+21763.7i,-1.03562e-06-7.61286e-06i,-1.07485e-06-7.62811e-06i,+0+0j,+0+0j,+43400.6+21755i,+102886-252229i,+43370.7+21699.9i,-0+0i,+0+0j,-0+0i,+102704-252549i,-0+0i,+98820.2-252868i,+13987.7-21405.4i,+84657.1-231741i,+4600.25+0.25692i,+76583.4+54718.3i,-16338-248815i,-24274.9-249105i,-24427.4-249401i,-30900.4-249691i,+375276-32834.5i,+361590-33655.8i,+21405.1+10705.9i,+375387+295134i,-8.58103e-09-1.79751e-08i,-0+0i,+374130+292828i,+0+0j,-1.59871e-05+5.6766e-06i,+22839+9.1587i,+164327-16648.6i,+113257+254159i,+16815+5.09343i,+10902+2.06244i,+7200.55+0.556151i,-0+0i,+164050-16729.3i,+0+0j,+0+0j,+59408.4-204604i,+51862.1+293045i,+59251.7-204890i,+45236.2+22632.2i,+13975.5-227595i,+13825.5-228045i,+13664.3-228505i,-0+0i,+76.93-228740i,+0+0j,+50883.4+290854i,+5931.13-54824.8i,+44315.8+344252i,-0+0i,+43805.8+343063i,-0+0i,+43354.9+342182i,+42973.3+341303i,+2.83749e-06-1.34702e-06i,-0+0i,+5909.16+0.499255i,+4.47535e-06-2.78004e-06i,+4.45008e-06-2.79239e-06i,+4.44772e-06-2.7802e-06i,-0+0i,+107174+253418i,+0+0j,+0+0j,-0+0i,+107061+252978i,+0+0j,+75130.7+773.7i,+31807.7+251688i,+65521.8+673.465i,+8861.77+1.78922i,+56609.8+620.717i,+47270.9+22304.3i,+2720.09+0.0956087i,+152644-233561i,+734638-348308i,+381924-31138.9i,+301255+238837i,+107274+253800i
2016-06-04 13:00:00 PDT,-0+0i,-0+0i,+763462-353995i,+0+0j,+0+0j,+0+0j,+755115-359302i,-0+0i,+67921.2+386.726i,+684987-363182i,+52129.2+344.192i,-0+0i,+279031-336682i,+42472.8+21248.3i,+9609.07-20952.1i,+0+0j,+0+0j,+31896.3-42578.4i,+81114-63314.2i,+18847.9-42607.2i,-0+0i,+81091.3-63403.4i,-0+0i,+81065.5-63493.5i,+18786.5-42681.6i,+62246.9-20909.5i,+18777.4-42708.5i,-0+0i,+18769.2-42728i,+43469.6+21752.1i,-1.10853e-06-6.29278e-06i,-1.08905e-06-6.24073e-06i,+0+0j,+0+0j,+43364+21736.3i,+113248-251841i,+43333.7+21681.4i,-0+0i,+0+0j,-0+0i,+113056-252170i,-0+0i,+107554-252497i,+15593.3-21406.8i,+91780.2-231375i,+6240.47+0.473283i,+76502+54660.2i,-9070.04-248381i,-18508.5-248670i,-18660.7-248965i,-26533.6-249252i,+393880-32772.4i,+379713-33666.4i,+21380.2+10693.4i,+387698+294822i,+6.13288e-10-2.25085e-08i,-0+0i,+386390+292455i,+0+0j,-3.14476e-06+1.85831e-06i,+31127.4+17.5876i,+163934-16647.2i,+116230+253693i,+23709.9+10.0264i,+15213.9+3.99143i,+9901.04+1.05332i,-0+0i,+163663-16721.2i,+0+0j,+0+0j,+59789-204365i,+51289.8+292833i,+59638.3-204653i,+45180.7+22604.5i,+14418.6-227331i,+14273.2-227787i,+14114.1-228256i,-0+0i,+76.667-228491i,+0+0j,+50296.8+290642i,+8511.36-54751.8i,+41141.7+343969i,-0+0i,+40630.9+342785i,-0+0i,+40178.4+341907i,+39795.6+341028i,-4.44038e-06+9.82791e-07i,-0+0i,+8488.92+0.845455i,+2.34387e-06-4.82694e-06i,+2.33829e-06-4.82383e-06i,+2.33065e-06-4.7959e-06i,-0+0i,+107568+252951i,+0+0j,+0+0j,-0+0i,+107454+252507i,+0+0j,+79902.4+758.35i,+27434+251229i,+67580.4+644.827i,+9752.14+2.17022i,+57774.6+588.364i,+48480.8+22270.6i,+4000.2+0.207111i,+164333-233965i,+775132-346752i,+403144-30904.1i,+312156+238413i,+107666+253330i
2016-06-04 14:00:00 PDT,-0+0i,-0+0i,+838762-352045i,+0+0j,+0+0j,+0+0j,+827861-358246i,-0+0i,+73750.5+364.203i,+751648-362676i,+52030.9+313.992i,-0+0i,+301602-337355i,+42414.7+21219.2i,+9568.97-20953.1i,+0+0j,+0+0j,+32625.6-42590.5i,+80842.3-63368.4i,+18736.6-42619.8i,-0+0i,+80827-63460.7i,-0+0i,+80807.2-63553.3i,+18681.2-42701.1i,+62098.1-20951.4i,+18672.5-42728.8i,-0+0i,+18664.2-42748.2i,+43426.8+21730.4i,-6.47208e-06-1.18315e-06i,-6.50911e-06-1.18421e-06i,+0+0j,+0+0j,+43295.4+21701.3i,+132364-250970i,+43264.5+21646.8i,-0+0i,+0+0j,-0+0i,+132157-251318i,-0+0i,+124467-251663i,+17756.7-21410.5i,+106521-230551i,+8470.86+0.873747i,+76348.9+54550.9i,+5946.34-247429i,-6990.28-247716i,-7141.87-248010i,-16975.3-248291i,+431729-32685.8i,+416595-33737.4i,+21331.4+10668.9i,+411947+294626i,-1.44055e-08+4.3309e-09i,-0+0i,+410540+292131i,+0+0j,-6.77987e-07+4.58748e-08i,+47552.8+43.4047i,+163837-16147.7i,+121686+252669i,+38185.4+25.7126i,+23729.9+10.0147i,+16242.8+2.84434i,-0+0i,+163574-16210.2i,+0+0j,+0+0j,+60551.1-203891i,+50829.6+292907i,+60412.7-204180i,+45070.6+22549.4i,+15305.3-226805i,+15169.3-227270i,+15013.9-227754i,-0+0i,+76.2682-227990i,+0+0j,+49808.5+290712i,+14462.3-54606.9i,+34686.7+343896i,-0+0i,+34174.1+342719i,-0+0i,+33718.5+341847i,+33333.3+340968i,+1.49846e-06-1.30236e-05i,-0+0i,+14438.7+1.95831i,-3.08558e-07+2.40177e-06i,-3.14446e-07+2.37264e-06i,-3.25698e-07+2.36645e-06i,-0+0i,+107073+251929i,+0+0j,+0+0j,-0+0i,+106957+251480i,+0+0j,+88982.3+727.952i,+17866.5+250229i,+70443+586.796i,+11112.8+2.82658i,+59271.8+524.806i,+50066.6+22205.3i,+5720.42+0.424857i,+186427-234867i,+856167-343503i,+446931-30433.1i,+334006+237981i,+107171+252300i
2016-06-04 15:00:00 PDT,-0+0i,-0+0i,+1.00369e+06-347054i,+0+0j,+0+0j,+0+0j,+989037-355469i,-0+0i,+88069.6+318.202i,+897860-361284i,+51808.7+246.395i,-0+0i,+348757-339067i,+42282.1+21152.9i,+9479.67-20954.1i,+0+0j,+0+0j,+34483.6-42612.6i,+80243.3-63481.6i,+18493.2-42643.4i,-0+0i,+80243.6-63580.5i,-0+0i,+80236.9-63678.7i,+18450.3-42739.5i,+61766.9-21041.7i,+18442.2-42768.1i,-0+0i,+18434-42787.6i,+43328.2+21680i,+5.36929e-07-7.56121e-06i,+5.45312e-07-7.55713e-06i,+0+0j,+0+0j,+43141.8+21623.5i,+170983-248881i,+43110.2+21569.5i,-0+0i,+0+0j,-0+0i,+170740-249275i,-0+0i,+160213-249664i,+20563.5-21416.6i,+139439-228579i,+11421.6+1.59532i,+76008.4+54307.5i,+39462.9-245187i,+18164.7-245475i,+18013.5-245771i,+5376.56-246043i,+515603-32322.3i,+498046-33769.1i,+21219.2+10612.6i,+464089+294460i,+5.22039e-09-1.59371e-08i,-0+0i,+462450+291667i,+0+0j,+4.51676e-06+9.96905e-06i,+82648.8+140.603i,+164789-14752.7i,+132700+250274i,+70495.7+86.8376i,+41682.6+32.9835i,+31380.6+10.6987i,-0+0i,+164543-14792.3i,+0+0j,+0+0j,+62483.1-202769i,+50730.3+293260i,+62371.7-203056i,+44812.6+22420.3i,+17526.9-225555i,+17412-226037i,+17264-226549i,-0+0i,+75.5196-226787i,+0+0j,+49651+291062i,+28786.5-54270.2i,+20169.8+343912i,-0+0i,+19653.4+342751i,-0+0i,+19190.8+341889i,+18801.8+341007i,-6.81266e-06-3.43044e-06i,-0+0i,+28759.7+6.42795i,+4.49305e-06+3.22402e-06i,+4.49678e-06+3.21869e-06i,+4.49322e-06+3.23302e-06i,-0+0i,+103758+249541i,+0+0j,+0+0j,-0+0i,+103636+249087i,+0+0j,+108035+664.074i,-4486.09+247902i,+74508.7+454.75i,+13464.1+4.17759i,+60978.8+383.941i,+51966.3+22057.5i,+7920.81+0.820218i,+232307-237104i,+1.03527e+06-335232i,+545232-29072.6i,+381210+237228i,+103856+249890i
2016-06-04 16:00:00 PDT,-0+0i,-0+0i,+1.19772e+06-339073i,+0+0j,+0+0j,+0+0j,+1.17936e+06-350572i,-0+0i,+104745+268.019i,+1.07063e+06-358340i,+51544.2+166.1i,-0+0i,+404160-340717i,+42125.3+21074.4i,+9372.17-20955.6i,+0+0j,+0+0j,+37971.5-42637.1i,+79518.8-63616i,+18198.4-42670.6i,-0+0i,+79536.3-63722.6i,-0+0i,+79543.9-63827i,+18170-42783.6i,+61363-21149.4i,+18162.5-42813.2i,-0+0i,+18154.3-42832.7i,+43206.4+21618.2i,-7.4107e-07-3.90816e-06i,-7.57946e-07-3.92443e-06i,+0+0j,+0+0j,+42959.2+21531.2i,+215101-246164i,+42926.8+21477.8i,-0+0i,+0+0j,-0+0i,+214807-246627i,-0+0i,+201788-247085i,+23102.1-21423.8i,+178442-226045i,+14132.4+2.4549i,+75607.2+54020.9i,+79167.1-242346i,+47584.7-242650i,+47430.9-242957i,+31823.5-243229i,+615525-31588.3i,+593703-33594.9i,+21087.8+10546.6i,+525209+294888i,+1.57458e-08-1.8255e-08i,-0+0i,+523295+291698i,+0+0j,+8.16393e-06+9.23422e-06i,+122226+319.743i,+166546-12601.9i,+144701+247359i,+107139+201.329i,+61885+75.9837i,+49116.1+26.4455i,-0+0i,+166316-12616.2i,+0+0j,+0+0j,+66170.3-201440i,+49852.7+294180i,+66086.9-201725i,+44509.7+22268.8i,+21549.6-224075i,+21456.8-224573i,+21315.6-225118i,-0+0i,+74.7994-225358i,+0+0j,+48706+291970i,+45164.9-53873.4i,+2804.48+344424i,-0+0i,+2279.28+343272i,-0+0i,+1804.61+342416i,+1409.06+341523i,-1.19758e-05-7.35458e-06i,-0+0i,+45133.9+14.8114i,-1.96767e-06-6.26396e-07i,-1.97987e-06-6.0235e-07i,-1.98382e-06-5.93874e-07i,-0+0i,+99375.4+246630i,+0+0j,+0+0j,-0+0i,+99246.5+246169i,+0+0j,+130082+606.446i,-30899.5+245046i,+79010.1+300.833i,+16656.4+6.44453i,+62279.2+218.874i,+53497+21885i,+9801.25+1.26607i,+284936-239453i,+1.24504e+06-322673i,+661567-26910.2i,+434714+236845i,+99473.8+246954i
2016-06-04 17:00:00 PDT,-0+0i,-0+0i,+1.29388e+06-334338i,+0+0j,+0+0j,+0+0j,+1.27393e+06-347560i,-0+0i,+113215+243.871i,+1.15624e+06-356425i,+51407.3+124.594i,-0+0i,+431328-341455i,+42045+21034.2i,+9315.81-20956.8i,+0+0j,+0+0j,+39920.3-42649.1i,+79143.5-63684.7i,+18045.7-42684.2i,-0+0i,+79169.3-63795.1i,-0+0i,+79183.8-63902.6i,+18024.3-42805.7i,+61152.7-21204.7i,+18017-42835.7i,-0+0i,+18008.8-42855.2i,+43142.8+21585.8i,+7.31902e-06+6.49441e-06i,+7.30933e-06+6.46199e-06i,+0+0j,+0+0j,+42865.9+21484.1i,+236390-244711i,+42833.2+21431i,-0+0i,+0+0j,-0+0i,+236068-245214i,-0+0i,+222118-245712i,+24064.2-21427.6i,+197791-224698i,+15182.8+2.84068i,+75404.2+53875.8i,+98870.7-240848i,+62109.5-241165i,+61953.2-241481i,+45058.5-241756i,+665168-31104i,+640976-33425.3i,+21021.3+10513.3i,+555251+295255i,-6.6057e-09-5.59196e-09i,-0+0i,+553199+291851i,+0+0j,+4.23277e-06+1.00417e-05i,+141408+434.055i,+167581-11410.3i,+150414+245861i,+125051+274.991i,+71612.2+103.568i,+57926.5+36.9504i,-0+0i,+167359-11412i,+0+0j,+0+0j,+68238.8-200765i,+49358.3+294745i,+68168.5-201047i,+44356.4+22192.1i,+23786.8-223322i,+23704.7-223827i,+23566.7-224388i,-0+0i,+74.4924-224628i,+0+0j,+48178.1+292529i,+53310.6-53671.8i,-5890.26+344779i,-0+0i,-6421.44+343630i,-0+0i,-6903.43+342774i,-7302.82+341874i,-3.75555e-06+1.25552e-05i,-0+0i,+53277+20.4004i,+5.97342e-06-8.53029e-06i,+5.96631e-06-8.48491e-06i,+5.94975e-06-8.48631e-06i,-0+0i,+96939.2+245132i,+0+0j,+0+0j,-0+0i,+96806.7+244668i,+0+0j,+140858+582.898i,-44104.5+243571i,+80992.9+223.274i,+18247.7+7.76591i,+62666.6+135.84i,+54001.9+21798.3i,+10481.4+1.45378i,+310530-240565i,+1.3492e+06-315365i,+719436-25613i,+460729+236763i,+97038.7+245443i
2016-06-04 18:00:00 PDT,-0+0i,-0+0i,+1.32984e+06-332058i,+0+0j,+0+0j,+0+0j,+1.30906e+06-345967i,-0+0i,+115552+231.768i,+1.18883e+06-355266i,+51349.2+107.415i,-0+0i,+442690-341522i,+42009.3+21016.4i,+9293.49-20956i,+0+0j,+0+0j,+41956.3-42647.4i,+78972.3-63708.1i,+17979.8-42684.3i,-0+0i,+79000.3-63819.5i,-0+0i,+79016.7-63927.8i,+17961.4-42808.4i,+61049.7-21227.6i,+17954.3-42838.7i,-0+0i,+17946-42858.1i,+43102.9+21565.7i,+3.9258e-06-4.77729e-06i,+3.90336e-06-4.76824e-06i,+0+0j,+0+0j,+42817.1+21459.4i,+244652-244217i,+42784.1+21406.4i,-0+0i,+0+0j,-0+0i,+244316-244738i,-0+0i,+229802-245254i,+24726.9-21426.3i,+204803-224254i,+15883.1+3.11282i,+75303.1+53803.6i,+106048-240335i,+67345.1-240657i,+67186.6-240978i,+49287.8-241255i,+684456-30751.2i,+657991-33206.3i,+20991.4+10498.2i,+566556+294974i,+8.14554e-09-2.56886e-09i,-0+0i,+564451+291479i,+0+0j,-3.62189e-06+5.62454e-06i,+147094+469.706i,+167713-11455.9i,+152126+245360i,+129773+297.318i,+74530.9+112.391i,+60289.6+40.1021i,-0+0i,+167493-11453.2i,+0+0j,+0+0j,+70417.6-200438i,+47533.7+294381i,+70348.2-200721i,+44285.3+22156.5i,+26037.7-222962i,+25956.6-223468i,+25818.1-224033i,-0+0i,+74.2834-224274i,+0+0j,+46346.4+292168i,+55101.9-53584.4i,-9517.53+344334i,-0+0i,-10050.2+343185i,-0+0i,-10534.4+342329i,-10935+341428i,-3.72973e-06+9.38724e-07i,-0+0i,+55067.8+21.768i,-1.87301e-06+2.93858e-06i,-1.88732e-06+2.92356e-06i,-1.89543e-06+2.94226e-06i,-0+0i,+96861.2+244630i,+0+0j,+0+0j,-0+0i,+96728.4+244164i,+0+0j,+144997+574.415i,-48318.8+243074i,+82719.8+192.73i,+19698.9+9.0668i,+62938.7+100.415i,+54322.9+21759.2i,+10881.5+1.56978i,+319990-240802i,+1.3864e+06-312118i,+740405-24941.8i,+468286+236288i,+96960+244939i
2016-06-04 19:00:00 PDT,-0+0i,-0+0i,+1.3924e+06-328283i,+0+0j,+0+0j,+0+0j,+1.37114e+06-343428i,-0+0i,+120585+216.717i,+1.24552e+06-353527i,+51261.1+81.1368i,-0+0i,+461249-341806i,+41956.2+20989.8i,+9258.56-20955.7i,+0+0j,+0+0j,+45217.8-42648.9i,+78717.8-63748.8i,+17878.5-42688.8i,-0+0i,+78749.8-63861.9i,-0+0i,+78769.5-63971.7i,+17864.8-42817.5i,+60900.9-21263.3i,+17857.8-42847.9i,-0+0i,+17849.6-42867.4i,+43051+21539.6i,+2.17266e-06+1.8262e-06i,+2.14283e-06+1.87869e-06i,+0+0j,+0+0j,+42750.6+21425.9i,+257616-243243i,+42717.5+21373.1i,-0+0i,+0+0j,-0+0i,+257261-243792i,-0+0i,+242698-244336i,+24939.7-21427.3i,+217473-223358i,+16153.2+3.22534i,+75163.2+53703.7i,+118954-239343i,+76565.1-239677i,+76404-240006i,+57579-240289i,+718211-30309.1i,+688103-33002.9i,+20947.6+10476.1i,+586265+295256i,+1.80078e-08+6.45125e-09i,-0+0i,+584076+291609i,+0+0j,+1.28675e-05+8.52202e-06i,+157062+538.927i,+169112-10671.9i,+154775+244401i,+138877+341.931i,+79527.9+129.626i,+65246.5+47.0991i,-0+0i,+168892-10663.3i,+0+0j,+0+0j,+73912.5-199966i,+45783.6+294718i,+73845.9-200248i,+44182.5+22105.1i,+29638.4-222438i,+29560-222946i,+29420.6-223519i,-0+0i,+74.0879-223761i,+0+0j,+44578.8+292499i,+59185.3-53453.9i,-15380.4+344532i,-0+0i,-15917.5+343381i,-0+0i,-16407+342523i,-16810.6+341616i,-2.6835e-06-1.27579e-05i,-0+0i,+59149.9+24.844i,-1.18174e-06-6.57671e-06i,-1.18542e-06-6.59501e-06i,-1.1956e-06-6.59101e-06i,-0+0i,+95424.6+243672i,+0+0j,+0+0j,-0+0i,+95290.4+243205i,+0+0j,+151829+563.544i,-56584+242126i,+84475.2+144.068i,+21680.9+11.0119i,+62708.4+46.0127i,+54168.9+21702.2i,+10841.5+1.56235i,+335511-241368i,+1.45229e+06-306564i,+778118-23912.1i,+482356+236250i,+95523.3+243974i
