# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-09-02 00:00:00 PDT,+6960.34+0.344833j,-0+0j,+715520+50223.9j,+0+0j,+0+0j,+0+0j,+715284+47354.2j,+3600.12+0.118849j,-0+0j,+711519+45438.7j,+0+0j,-0+0j,+295400+9300.84j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43132.7+21610j,+0+0j,+43142.2+21596.5j,-1.00202e-06+5.17691e-06j,-0+0j,-1.03835e-06+5.20588e-06j,+0+0j,-1.01481e-06+5.25911e-06j,+0+0j,+0+0j,+0+0j,-1.02857e-06+5.25785e-06j,-9.94487e-07+5.28871e-06j,-1.01339e-06+5.30323e-06j,+0+0j,+0+0j,+25983.2+9893.73j,+212838-31874j,-0+0j,+25987+9877.8j,+4980.33+0.331127j,-0+0j,+212683-32088.4j,+42944+21496j,+169585-53800.2j,-0+0j,+169516-53903j,+0+0j,+75157.2+53696.2j,+57289.1-132631j,+25957.9-132700j,+25898.5-132756j,+25832-132821j,+415355+32065.5j,+415227+31428.8j,+9119.73+1.69334j,+406017+31026j,+9120.32+0.728895j,+29163.3+9865.48j,+376336+19596.2j,+8160.68+0.684561j,+2.8526e-06+2.72551e-06j,-0+0j,+220398-177297j,+39031.6+133459j,+0+0j,+0+0j,+0+0j,-0+0j,+219959-177962j,+0+0j,+0+0j,+47569.2-218780j,+86835.4-34634.2j,+25715.9-219212j,-1.02036e-09-1.80113e-08j,+25662.1-219317j,+449.284-219753j,+244.144-220192j,-0+0j,+122.746-220434j,+0+0j,+83092.2-35031.5j,-0+0j,+56918.3-35269.4j,+42710.4-35398.5j,+14158.5+28.3006j,-0+0j,+14158.8+14.9375j,-0+0j,+14161.4+2.51762j,+8460.57+0.582473j,+25270.2+1.33924j,+25268+1.05568j,-8.96205e-07+1.52701e-05j,-9.14952e-07+1.52385e-05j,-0+0j,+13627+133369j,+0+0j,+0+0j,+38832.7+22.9586j,-25247.9+133316j,+19659+9.08986j,-0+0j,-25345.7+133281j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251934-14051.8j,+722886+53803.3j,+415562+33324j,+259523-43031.7j,+13688.5+133413j
2016-09-03 09:00:00 PDT,+6400.29+0.29006j,+0+0j,+499084-431676j,+0+0j,+0+0j,+0+0j,+499231-434478j,+2400.05+0.0519298j,+0+0j,+496924-436344j,+0+0j,+0+0j,+217918-164589j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44489.8+22268.9j,+0+0j,+44482.4+22267.3j,+5.72301e-06+2.84325e-06j,+0+0j,+5.73025e-06+2.89373e-06j,+0+0j,+5.72802e-06+2.92246e-06j,+0+0j,+0+0j,+0+0j,+5.79306e-06+2.97074e-06j,+5.7911e-06+2.98887e-06j,+5.78135e-06+2.97824e-06j,+0+0j,+0+0j,+14045.8-21415j,+152809-170738j,+0+0j,+14042.4-21438.1j,+4090.21+0.215173j,+0+0j,+152681-170956j,+44627.6+22338.7j,+107925-193513j,+0+0j,+107859-193683j,+0+0j,+78369.4+55991.7j,+4130.35-212021j,-12871.2-212222j,-13012.9-212425j,-13159.8-212631j,+278974-275935j,+278967-276681j,+9159.71+1.66204j,+269795-277142j,+9160.32+0.708699j,+17586.1-21525.3j,+251665-257206j,+7640.57+0.57381j,+1.30956e-05-6.83097e-06j,+0+0j,+146576-422269j,+30752.5+214857j,+0+0j,+0+0j,+0+0j,+0+0j,+145538-423660j,+0+0j,+0+0j,+19795.6-234120j,+48112.3-101949j,+12480.3-234592j,-2.15147e-11-7.86124e-09j,+12423.1-234709j,+499.949-235204j,+261.923-235701j,+0+0j,+131.621-235967j,+0+0j,+45331.7-102381j,+0+0j,+31893.6-102650j,+19214.2-102827j,+12517.3+27.7861j,+0+0j,+12518.3+14.2254j,+0+0j,+12521.1+1.88172j,+7950.47+0.477444j,+4520.96-2.21661j,+4520.7-1.46992j,-2.99812e-06+5.67675e-06j,-3.03834e-06+5.66704e-06j,+0+0j,+25862.9+214490j,+0+0j,+0+0j,+11281.8+1.85355j,+14413.5+214297j,+5800.74+0.747439j,+0+0j,+14204.8+214075j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+173203-188070j,+505296-428095j,+278976-274437j,+177649-206538j,+26028+214673j
2016-09-03 10:00:00 PDT,+7090.35+0.355971j,+0+0j,+501911-431682j,+0+0j,+0+0j,+0+0j,+502059-434506j,+3550.11+0.113617j,+0+0j,+498601-436386j,+0+0j,+0+0j,+218318-164618j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44493.5+22270.6j,+0+0j,+44486+22269.1j,+1.5987e-05-8.19215e-07j,+0+0j,+1.60095e-05-7.77573e-07j,+0+0j,+1.60009e-05-7.62364e-07j,+0+0j,+0+0j,+0+0j,+1.6007e-05-7.65413e-07j,+1.59948e-05-7.87097e-07j,+1.59965e-05-7.47991e-07j,+0+0j,+0+0j,+14965-21415.4j,+152462-170677j,+0+0j,+14961.7-21439.2j,+5010.32+0.322845j,+0+0j,+152336-170896j,+44634.6+22342.2j,+107575-193458j,+0+0j,+107510-193628j,+0+0j,+78383.3+56001.7j,+3766.6-211972j,-12545.3-212175j,-12687.5-212378j,-12834.6-212585j,+280252-275974j,+280244-276724j,+9389.72+1.7401j,+270841-277190j,+9390.33+0.744692j,+18274.8-21526.5j,+252022-257262j,+8330.67+0.682105j,+1.87897e-05+1.24814e-05j,+0+0j,+148329-422271j,+29361.8+214804j,+0+0j,+0+0j,+0+0j,+0+0j,+147289-423666j,+0+0j,+0+0j,+18809.4-234138j,+50855-101927j,+12136.1-234608j,+2.64727e-08-1.05816e-08j,+12079.3-234725j,+497.923-235218j,+261.249-235715j,+0+0j,+131.284-235981j,+0+0j,+46922.7-102371j,+0+0j,+33724.1-102645j,+19204.7-102829j,+14357.1+32.4491j,+0+0j,+14358.3+16.7242j,+0+0j,+14361.4+2.41143j,+8640.56+0.563954j,+4280.9-2.12393j,+4280.65-1.40915j,+2.33612e-05-5.97482e-06j,+2.33693e-05-5.9595e-06j,+0+0j,+24710.5+214439j,+0+0j,+0+0j,+10451.6+1.58737j,+14090.4+214248j,+5360.63+0.638217j,+0+0j,+13881.3+214026j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+173602-188105j,+508816-428064j,+280255-274465j,+178011-206591j,+24876.5+214621j
2016-09-03 11:00:00 PDT,+8200.47+0.476185j,+0+0j,+513004-431144j,+0+0j,+0+0j,+0+0j,+513157-434022j,+5400.26+0.262925j,+0+0j,+507849-435935j,+0+0j,+0+0j,+221657-164341j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44486.3+22266.4j,+0+0j,+44478.2+22265.2j,+5.21667e-06-3.15567e-07j,+0+0j,+5.19778e-06-2.92104e-07j,+0+0j,+5.21189e-06-2.55892e-07j,+0+0j,+0+0j,+0+0j,+5.16646e-06-2.7425e-07j,+5.15166e-06-3.08384e-07j,+5.15478e-06-3.13579e-07j,+0+0j,+0+0j,+16438.1-21414.3j,+154182-170515j,+0+0j,+16434.9-21439.2j,+6490.53+0.541895j,+0+0j,+154058-170738j,+44629.8+22339.9j,+109304-193303j,+0+0j,+109240-193476j,+0+0j,+78375.7+55996.3j,+5514.82-211812j,-10747.2-212015j,-10889.4-212218j,-11036.5-212425j,+286164-275866j,+286157-276630j,+9759.74+1.87004j,+276384-277104j,+9760.36+0.804668j,+19376.9-21526.9j,+256457-257203j,+9440.86+0.876215j,+9.02231e-06+4.57336e-06j,+0+0j,+153752-422083j,+28417.6+214633j,+0+0j,+0+0j,+0+0j,+0+0j,+152705-423486j,+0+0j,+0+0j,+19098.2-234029j,+56035-101844j,+12427.4-234497j,-6.74164e-09-1.14315e-08j,+12371.3-234613j,+492.887-235103j,+259.777-235596j,+0+0j,+130.547-235862j,+0+0j,+50249.4-102313j,+0+0j,+36649.8-102596j,+19170.1-102793j,+17317.2+40.2889j,+0+0j,+17318.4+20.9992j,+0+0j,+17321.9+3.40813j,+9750.71+0.718667j,+4681-2.2747j,+4680.73-1.50884j,+1.62391e-05-1.12435e-05j,+1.62395e-05-1.12426e-05j,+0+0j,+23364+214270j,+0+0j,+0+0j,+10901.7+1.71983j,+12293.8+214081j,+5560.68+0.686912j,+0+0j,+12083.9+213862j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+176949-187840j,+521017-427447j,+286167-274330j,+182491-206560j,+23531.3+214451j
2016-09-03 12:00:00 PDT,+9710.66+0.667859j,+0+0j,+548475-428634j,+0+0j,+0+0j,+0+0j,+548646-431659j,+7650.52+0.527931j,+0+0j,+541094-433669j,+0+0j,+0+0j,+234665-162914j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44446.7+22244.9j,+0+0j,+44436.8+22244.5j,-5.21544e-06+2.53402e-06j,+0+0j,-5.21746e-06+2.552e-06j,+0+0j,-5.23451e-06+2.58919e-06j,+0+0j,+0+0j,+0+0j,-5.20562e-06+2.63611e-06j,-5.17862e-06+2.65629e-06j,-5.20766e-06+2.61325e-06j,+0+0j,+0+0j,+18286.6-21408.5j,+163740-170111j,+0+0j,+18283.5-21434.9j,+8360.89+0.900151j,+0+0j,+163612-170349j,+44585.3+22317.6j,+118899-192908j,+0+0j,+118833-193089j,+0+0j,+78292.9+55937.2j,+15233.1-211372j,-4514.05-211577j,-4654.42-211779j,-4801.5-211988j,+306414-275241j,+306409-276048j,+10489.8+2.14139j,+295906-276549j,+10490.4+0.930221j,+20903.3-21524.8j,+274428-256734j,+10991.2+1.18875j,+4.67741e-06+1.3589e-05j,+0+0j,+169136-421365j,+31129.2+214188j,+0+0j,+0+0j,+0+0j,+0+0j,+168071-422786j,+0+0j,+0+0j,+25412.4-233554j,+65268.2-101616j,+15591.6-234016j,-1.22645e-08-8.73044e-09j,+15536.4-234131j,+481.623-234614j,+256.981-235100j,+0+0j,+129.168-235364j,+0+0j,+57226-102129j,+0+0j,+40434.1-102431j,+19073.1-102644j,+21198+51.2144j,+0+0j,+21198.9+27.1423j,+0+0j,+21202.7+5.00838j,+11311+0.969364j,+7591.79-3.13485j,+7591.34-2.07105j,+1.97181e-06-3.10125e-07j,+1.96973e-06-3.06252e-07j,+0+0j,+23162.3+213826j,+0+0j,+0+0j,+16934.1+4.13848j,+6063.11+213639j,+8591.62+1.64244j,+0+0j,+5850.64+213425j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+189976-186448j,+557980-424736j,+306404-273616j,+200597-206227j,+23331.7+214008j
2016-09-03 13:00:00 PDT,+11150.9+0.880803j,+0+0j,+585824-425819j,+0+0j,+0+0j,+0+0j,+586016-429015j,+9250.76+0.772173j,+0+0j,+576874-431138j,+0+0j,+0+0j,+248770-161309j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44409.6+22224.8j,+0+0j,+44398.2+22225.2j,-6.8258e-06+7.89796e-06j,+0+0j,-6.88502e-06+7.89694e-06j,+0+0j,-6.84468e-06+7.94481e-06j,+0+0j,+0+0j,+0+0j,-6.88899e-06+7.94264e-06j,-6.84502e-06+8.00081e-06j,-6.87863e-06+8.00138e-06j,+0+0j,+0+0j,+19753.7-21404.2j,+174471-169718j,+0+0j,+19750.7-21432j,+9851.23+1.25091j,+0+0j,+174338-169973j,+44541.4+22295.6j,+129664-192527j,+0+0j,+129594-192718j,+0+0j,+78210.5+55878.4j,+26123.2-210949j,+1720.22-211156j,+1581.89-211358j,+1434.79-211569j,+328104-274570j,+328103-275427j,+11649.9+2.60911j,+316441-275959j,+11650.5+1.14806j,+22438.5-21524.3j,+293398-256237j,+12551.5+1.55158j,+1.64534e-05-4.5493e-06j,+0+0j,+185034-420668j,+34321+213773j,+0+0j,+0+0j,+0+0j,+0+0j,+183948-422112j,+0+0j,+0+0j,+32790.4-233093j,+73951.7-101395j,+19317.6-233552j,-1.03747e-08-8.54956e-09j,+19263.1-233666j,+470.69-234142j,+254.233-234623j,+0+0j,+127.854-234887j,+0+0j,+64300.9-101952j,+0+0j,+43735.7-102274j,+18972.5-102501j,+24599.4+61.4235j,+0+0j,+24599.7+33.0359j,+0+0j,+24603.6+6.7153j,+12901.2+1.26406j,+10522.7-3.56972j,+10522.1-2.34387j,-1.00324e-05-3.30007e-06j,-1.00365e-05-3.32833e-06j,+0+0j,+23421.1+213411j,+0+0j,+0+0j,+23427.8+7.93124j,-167.955+213222j,+11883.1+3.14688j,+0+0j,-383.439+213012j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+204092-184889j,+596748-421691j,+328078-272842j,+219702-205877j,+23592.4+213593j
2016-09-03 14:00:00 PDT,+12741.1+1.15031j,+0+0j,+645543-420927j,+0+0j,+0+0j,+0+0j,+645753-424402j,+11101.1+1.11277j,+0+0j,+634767-426709j,+0+0j,+0+0j,+271843-158564j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44340+22187.3j,+0+0j,+44325.9+22189j,-6.11687e-06-1.76617e-07j,+0+0j,-6.12694e-06-1.77505e-07j,+0+0j,-6.11818e-06-1.50683e-07j,+0+0j,+0+0j,+0+0j,-6.08708e-06-1.29902e-07j,-6.13768e-06-1.53964e-07j,-6.13699e-06-1.45554e-07j,+0+0j,+0+0j,+21407.6-21394.7j,+192590-169064j,+0+0j,+21404.5-21424.1j,+11541.7+1.72021j,+0+0j,+192446-169349j,+44457.5+22253.6j,+147844-191893j,+0+0j,+147768-192100j,+0+0j,+78052.4+55765.5j,+44528.8-210239j,+12247.8-210451j,+12112.5-210653j,+11964.9-210867j,+362927-273311j,+362930-274251j,+12860+3.14848j,+350058-274835j,+12860.6+1.40062j,+24109.3-21520.8j,+325282-255277j,+14262+2.00647j,-4.76294e-06-4.13437e-06j,+0+0j,+209906-419436j,+41491.9+213096j,+0+0j,+0+0j,+0+0j,+0+0j,+208782-420918j,+0+0j,+0+0j,+46048.9-232268j,+85828.2-101034j,+25768.8-232725j,+1.6996e-08+4.10709e-09j,+25715-232837j,+454.34-233304j,+250.505-233775j,+0+0j,+126.048-234038j,+0+0j,+74313.2-101654j,+0+0j,+47382.3-102008j,+18815.3-102249j,+28402+73.5132j,+0+0j,+28401.1+40.2265j,+0+0j,+28404.8+8.92894j,+14641.6+1.63456j,+16044.7-3.20809j,+16043.8-2.05616j,+2.74655e-06+1.40515e-06j,+2.74161e-06+1.38903e-06j,+0+0j,+25067.3+212730j,+0+0j,+0+0j,+35598.1+18.3558j,-10684.6+212535j,+18047.2+7.2796j,+0+0j,-10906.4+212328j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+227175-182221j,+658037-416432j,+362876-271410j,+251781-205197j,+25241.4+212916j
2016-09-03 15:00:00 PDT,+14951.6+1.58508j,+0+0j,+762921-410117j,+0+0j,+0+0j,+0+0j,+763131-414205j,+12651.4+1.44737j,+0+0j,+750586-416922j,+0+0j,+0+0j,+318048-152649j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44197.3+22110.9j,+0+0j,+44178.3+22115.1j,+1.13609e-05-1.47201e-06j,+0+0j,+1.13703e-05-1.42853e-06j,+0+0j,+1.1366e-05-1.42031e-06j,+0+0j,+0+0j,+0+0j,+1.13545e-05-1.41827e-06j,+1.13908e-05-1.38638e-06j,+1.137e-05-1.4132e-06j,+0+0j,+0+0j,+23136.5-21376.1j,+229775-167773j,+0+0j,+23133.4-21407.4j,+13342.3+2.30743j,+0+0j,+229598-168127j,+44280.3+22164.9j,+185141-190654j,+0+0j,+185046-190902j,+0+0j,+77717.2+55526j,+82285.9-208859j,+33371.6-209090j,+33240.3-209292j,+33090.6-209517j,+432494-270402j,+432497-271529j,+15410.3+4.45258j,+417070-272231j,+15410.9+2.01612j,+26562.3-21512.3j,+389680-253040j,+16792.8+2.79082j,+2.41279e-05-1.07393e-05j,+0+0j,+257817-416908j,+58177.4+211858j,+0+0j,+0+0j,+0+0j,+0+0j,+256598-418481j,+0+0j,+0+0j,+74169.5-230585j,+106110-100328j,+39923.1-231053j,+8.22539e-10+1.07115e-08j,+39869.4-231162j,+425.183-231616j,+244.101-232073j,+0+0j,+123.002-232335j,+0+0j,+93011.5-101066j,+0+0j,+51805.4-101484j,+18510.3-101741j,+33127.7+89.6986j,+0+0j,+33124.1+50.3253j,+0+0j,+33126.6+12.2867j,+17252.3+2.28741j,+28070.7+2.97834j,+28069.1+2.22991j,+1.09783e-05-6.0595e-06j,+1.09729e-05-6.08632e-06j,+0+0j,+29721.3+211474j,+0+0j,+0+0j,+61354+54.7573j,-31770.4+211247j,+31041.4+21.6684j,+0+0j,-32008.7+211042j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+273360-176492j,+777621-404829j,+432397-268114j,+316482-203612j,+29900.6+211669j
2016-09-03 16:00:00 PDT,+18122.3+2.33038j,+0+0j,+908580-395513j,+0+0j,+0+0j,+0+0j,+908757-400522j,+14201.8+1.82681j,+0+0j,+894629-403854j,+0+0j,+0+0j,+375399-144989j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44034.4+22023.5j,+0+0j,+44009.7+22030.7j,+5.9023e-06-3.40167e-06j,+0+0j,+5.90279e-06-3.38654e-06j,+0+0j,+5.90176e-06-3.35872e-06j,+0+0j,+0+0j,+0+0j,+5.89905e-06-3.37617e-06j,+5.91718e-06-3.34446e-06j,+5.91579e-06-3.3239e-06j,+0+0j,+0+0j,+25268-21356.8j,+275854-166013j,+0+0j,+25264.7-21390.6j,+15563.1+3.15317j,+0+0j,+275629-166471j,+44075.4+22062.4j,+231330-189000j,+0+0j,+231206-189314j,+0+0j,+77329+55248.8j,+129004-207075j,+58531.2-207350j,+58401.7-207556j,+58248.3-207800j,+519075-266446j,+519073-267853j,+19641+7.11045j,+499401-268731j,+19641.5+3.28393j,+30197.3-21505.2j,+468115-250066j,+20524.1+4.18436j,+2.3811e-05-1.70399e-05j,+0+0j,+317166-413810j,+77333.9+210369j,+0+0j,+0+0j,+0+0j,+0+0j,+315784-415535j,+0+0j,+0+0j,+108610-228596j,+131547-99443.7j,+57437.5-229101j,-4.84447e-09+9.15622e-09j,+57382.9-229209j,+389.086-229654j,+235.817-230097j,+0+0j,+119.127-230359j,+0+0j,+116838-100351j,+0+0j,+57842.4-100862j,+18132.4-101144j,+39537.7+113.633j,+0+0j,+39529.4+65.6539j,+0+0j,+39529.6+17.8347j,+21123.4+3.46169j,+41920.1+19.4199j,+41917.8+13.4817j,+7.59851e-07+4.06425e-06j,+7.57659e-07+4.06199e-06j,+0+0j,+35017.9+209951j,+0+0j,+0+0j,+91761.7+123.325j,-56861.7+209660j,+46428.2+48.8205j,+0+0j,-57126.4+209448j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+330618-169150j,+926498-389030j,+518917-263584j,+395171-201563j,+35204.5+210155j
2016-09-03 17:00:00 PDT,+19382.6+2.66724j,+0+0j,+1.00192e+06-385262j,+0+0j,+0+0j,+0+0j,+1.00203e+06-390917j,+14701.9+1.96009j,+0+0j,+987346-394681j,+0+0j,+0+0j,+412622-139788j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43916.7+21960.6j,+0+0j,+43888.1+21969.8j,+5.3423e-06-2.87441e-06j,+0+0j,+5.33366e-06-2.83912e-06j,+0+0j,+5.39462e-06-2.7771e-06j,+0+0j,+0+0j,+0+0j,+5.40035e-06-2.77379e-06j,+5.399e-06-2.7729e-06j,+5.37853e-06-2.75946e-06j,+0+0j,+0+0j,+26029.4-21342j,+306281-164740j,+0+0j,+26025.9-21376.7j,+16383.5+3.5052j,+0+0j,+306018-165276j,+43927.7+21988.4j,+261828-187811j,+0+0j,+261679-188175j,+0+0j,+77049.3+55049j,+159866-205808j,+75255.7-206121j,+75124.9-206331j,+74967.8-206592j,+574429-263507j,+574415-265115j,+21421.4+8.42475j,+552949-266119j,+21421.7+3.91404j,+31634.5-21498.2j,+520012-247841j,+22024.8+4.83142j,+3.80074e-06-1.20936e-06j,+0+0j,+354537-411645j,+91780.1+209378j,+0+0j,+0+0j,+0+0j,+0+0j,+353028-413479j,+0+0j,+0+0j,+132142-227200j,+145707-98864.8j,+68937-227744j,-2.0037e-08-2.08933e-08j,+68880.8-227851j,+366.726-228292j,+231.208-228723j,+0+0j,+116.93-228986j,+0+0j,+130456-99874.8j,+0+0j,+60089.2-100445j,+17890.2-100734j,+42023.9+123.635j,+0+0j,+42012.4+72.4615j,+0+0j,+42011+20.3554j,+22684+4.01765j,+51598.3+36.9259j,+51595.6+25.4209j,+7.4297e-06-1.2561e-05j,+7.41625e-06-1.25738e-05j,+0+0j,+39777+208925j,+0+0j,+0+0j,+113196+188.607j,-73523+208570j,+57283.7+74.6976j,+0+0j,-73809.3+208346j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+367740-164181j,+1.02119e+06-377960j,+574238-260239j,+447145-200053j,+39968.7+209137j
2016-09-03 18:00:00 PDT,+20042.8+2.85257j,+0+0j,+1.0322e+06-381861j,+0+0j,+0+0j,+0+0j,+1.03229e+06-387704j,+14201.8+1.82973j,+0+0j,+1.0181e+06-391593j,+0+0j,+0+0j,+424927-138033j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43879.3+21940.8j,+0+0j,+43849.7+21950.6j,+8.34725e-06+2.02408e-06j,+0+0j,+8.37448e-06+2.06136e-06j,+0+0j,+8.34388e-06+2.09552e-06j,+0+0j,+0+0j,+0+0j,+8.37244e-06+2.1285e-06j,+8.37575e-06+2.14075e-06j,+8.33589e-06+2.15686e-06j,+0+0j,+0+0j,+26032.2-21336.8j,+316451-164379j,+0+0j,+26028.7-21371.5j,+16403.5+3.5173j,+0+0j,+316173-164941j,+43878.4+21963.7j,+272019-187476j,+0+0j,+271861-187857j,+0+0j,+76955.1+54981.8j,+170173-205450j,+79973.2-205775j,+79843.7-205985j,+79687.1-206249j,+592841-262480j,+592824-264145j,+23001.7+9.67549j,+569772-265185j,+23002+4.51606j,+32517.9-21492.5j,+535874-247010j,+22925.2+5.23964j,+2.13143e-05-1.13682e-06j,+0+0j,+366615-410855j,+95529.9+209087j,+0+0j,+0+0j,+0+0j,+0+0j,+365062-412734j,+0+0j,+0+0j,+139791-226724j,+150217-98653.2j,+72962.9-227286j,-2.41028e-10+6.02465e-09j,+72906.1-227394j,+358.499-227838j,+228.763-228268j,+0+0j,+115.815-228532j,+0+0j,+135450-99698.6j,+0+0j,+60903.6-100292j,+17820.9-100585j,+42906.3+127.646j,+0+0j,+42893.7+75.1927j,+0+0j,+42891.7+21.4425j,+23644.3+4.37477j,+54090.5+42.2867j,+54087.8+29.0716j,+1.34394e-05-3.92205e-07j,+1.34569e-05-3.71929e-07j,+0+0j,+41036.1+208626j,+0+0j,+0+0j,+119177+209.501j,-78237.9+208251j,+60341.9+83.031j,+0+0j,-78528.9+208026j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+380012-162509j,+1.05216e+06-374321j,+592636-259095j,+463023-199431j,+41227.4+208839j
2016-09-03 19:00:00 PDT,+21723.3+3.35086j,+0+0j,+1.04963e+06-380268j,+0+0j,+0+0j,+0+0j,+1.04976e+06-386285j,+14601.9+1.934j,+0+0j,+1.0352e+06-390290j,+0+0j,+0+0j,+431523-137229j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+43887.9+21944.8j,+0+0j,+43857.9+21954.7j,-1.07128e-05+1.21554e-05j,+0+0j,-1.07628e-05+1.21488e-05j,+0+0j,-1.07748e-05+1.21603e-05j,+0+0j,+0+0j,+0+0j,-1.07312e-05+1.21372e-05j,-1.07047e-05+1.21796e-05j,-1.07175e-05+1.21787e-05j,+0+0j,+0+0j,+26972.8-21341j,+321228-164202j,+0+0j,+26969.1-21376.9j,+17353.9+3.93621j,+0+0j,+320948-164778j,+43885.8+21967.4j,+276784-187332j,+0+0j,+276625-187723j,+0+0j,+76967.9+54990.9j,+174941-205320j,+80932.8-205654j,+80805.2-205865j,+80650.3-206132j,+603399-262243j,+603394-263955j,+25602.4+11.9046j,+577743-265027j,+25602.5+5.59343j,+34549.6-21497.2j,+541789-246905j,+24966.1+6.21296j,+1.3386e-05-3.66521e-07j,+0+0j,+374345-410727j,+93738.5+208970j,+0+0j,+0+0j,+0+0j,+0+0j,+372762-412646j,+0+0j,+0+0j,+142196-226715j,+155555-98555.4j,+74506-227285j,+7.52877e-09+1.064e-08j,+74449.6-227394j,+352.794-227843j,+226.458-228277j,+0+0j,+114.828-228543j,+0+0j,+140367-99645j,+0+0j,+64028.6-100263j,+17778-100574j,+46071.3+140.936j,+0+0j,+46056.8+83.6227j,+0+0j,+46053.7+24.8867j,+25775.1+5.2012j,+53349.6+40.7003j,+53347.1+27.9971j,-2.34101e-06+4.24066e-06j,-2.31974e-06+4.24182e-06j,+0+0j,+39985.8+208514j,+0+0j,+0+0j,+119097+209.463j,-79207.2+208141j,+60402.1+83.1828j,+0+0j,-79499+207918j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+386590-161785j,+1.07122e+06-372470j,+603167-258764j,+468979-199370j,+40177.1+208725j
