# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-04-01 00:00:00 PDT,+0-0i,+0-0i,+1.03933e+06+151862i,+0+0j,+0+0j,+0+0j,+1.03043e+06+144390i,+0-0i,+89319.5+30671.6i,+938131+108787i,+62116.5+30587.6i,+0-0i,+406644-51827.2i,+41456.2+20739.7i,+20574.8+9761.29i,+0+0j,+0+0j,+56114.4+19067.6i,+124154+58959.5i,+41377.5+19030.2i,+0-0i,+124082+58813.5i,+0-0i,+124036+58673.8i,+41341.8+18913.8i,+82633.5+39597.4i,+41333.3+18890.4i,+0-0i,+41325+18871i,+41282.1+20656.7i,+6.94278e-06-1.1003e-06i,+6.95567e-06-1.04013e-06i,+0+0j,+0+0j,+41459.9+20769.5i,+169407-145733i,+41431.8+20729.7i,+0-0i,+0+0j,+0-0i,+169306-145926i,+0-0i,+164453-146117i,+26560.4+9441.92i,+137803-155737i,+5800.42+0.429482i,+72843.6+52046.4i,+28235.6-232122i,+10824-232425i,+10719.6-232738i,+2891.46-233033i,+506277+151916i,+490135+150623i,+20615+10310.5i,+477623+416496i,-3.78759e-09-2.73696e-09i,+0-0i,+475597+413107i,+0+0j,+7.01018e-06+2.73418e-05i,+57862.9+73.8382i,+218014+87475.3i,+122667+268195i,+50465.9+46.5267i,+29117.7+17.9344i,+24356.6+6.67273i,+0-0i,+217632+87206.9i,+0+0j,+0+0j,+59462.6-195301i,+55787.4+229520i,+59348.3-195571i,+43167.8+21597.4i,+16148.5-217240i,+16035.5-217689i,+15897-218161i,+0-0i,+67.51-218388i,+0+0j,+54970.4+228160i,+21343.3-52548.7i,+33095.3+279828i,+0-0i,+32679.7+279052i,+0-0i,+32354.5+278460i,+32088.2+277853i,-5.77745e-06+2.91865e-06i,+0-0i,+21319+3.85328i,-2.41068e-06+2.01588e-06i,-2.41462e-06+1.99871e-06i,-2.43292e-06+1.99569e-06i,+0-0i,+101125+267193i,+0+0j,+0+0j,+0-0i,+100986+266593i,+0+0j,+103133+30852.5i,-2266.66+235045i,+77400.1+30636.4i,+10512.6+2.65397i,+66802+30547.1i,+45768.7+21152.6i,+3520.17+0.168857i,+224476-132447i,+1.06178e+06+162214i,+527864+154743i,+399892+358172i,+101242+267686i
2016-04-02 09:00:00 PDT,-0+0i,-0+0i,+762676-353933i,+0+0j,+0+0j,+0+0j,+756884-359251i,-0+0i,+67600.8+385.61i,+687067-363161i,+52129.2+343.478i,-0+0i,+278096-336622i,+42475.6+21249.7i,+9606.27-20954.2i,+0+0j,+0+0j,+34408.5-42579.2i,+81094.1-63321.5i,+18838.4-42609.8i,-0+0i,+81069.2-63409.8i,-0+0i,+81041.5-63499.1i,+18776.7-42682.3i,+62230.6-20913.4i,+18767.1-42708.5i,-0+0i,+18758.9-42728i,+43462.9+21748.8i,+1.56677e-07-5.50929e-06i,+1.31552e-07-5.47515e-06i,+0+0j,+0+0j,+43366+21737.8i,+109752-251706i,+43336.3+21682.6i,-0+0i,+0+0j,-0+0i,+109567-252031i,-0+0i,+106562-252355i,+13282.1-21409.8i,+93102.2-231230i,+3930.19+0.187691i,+76511.7+54667i,-7756.56-248241i,-18745.2-248531i,-18898.7-248828i,-25453-249116i,+397703-32883.4i,+380892-33798.8i,+21382.4+10694.4i,+387485+295736i,+3.68131e-10+1.37383e-08i,-0+0i,+386190+293368i,+0+0j,-8.58653e-07+6.81819e-06i,+28225+15.2253i,+165687-15551.7i,+114076+253539i,+22188.9+9.00947i,+13823.7+3.72512i,+11001.3+1.30006i,-0+0i,+165408-15632.4i,+0+0j,+0+0j,+62512.5-204340i,+50338.2+293913i,+62355.1-204626i,+45180.9+22604.6i,+17133.4-227304i,+16982-227753i,+16816.9-228216i,-0+0i,+76.9522-228450i,+0+0j,+49352.3+291715i,+8381.35-54758.1i,+40328.2+345042i,-0+0i,+39817.5+343852i,-0+0i,+39364.8+342970i,+38981.9+342088i,-2.44288e-06-8.98843e-06i,-0+0i,+8358.92+0.842811i,-1.13798e-05-2.00357e-06i,-1.13814e-05-2.01635e-06i,-1.13967e-05-1.9751e-06i,-0+0i,+105541+252803i,+0+0j,+0+0j,-0+0i,+105426+252363i,+0+0j,+78936.6+751.746i,+26368.6+251096i,+66027.3+640.972i,+10232.4+2.3886i,+55743.8+586.768i,+46453+22274.5i,+1960.05+0.0497067i,+160898-233878i,+771736-346717i,+406139-30979.4i,+308849+239352i,+105641+253180i
2016-04-02 10:00:00 PDT,-0+0i,-0+0i,+737219-354517i,+0+0j,+0+0j,+0+0j,+732054-359547i,-0+0i,+65682.4+393.956i,+664238-363278i,+52163.2+354.198i,-0+0i,+270579-336386i,+42494.6+21259.2i,+9621.2-20953i,+0+0j,+0+0j,+34028.7-42573.5i,+81190.7-63300.1i,+18878.8-42603.8i,-0+0i,+81163.5-63387.3i,-0+0i,+81133.9-63475.9i,+18815.2-42674.1i,+62283.2-20897.9i,+18805.5-42700.2i,-0+0i,+18797.2-42719.7i,+43476.9+21755.9i,+6.34265e-06-1.59757e-05i,+6.33667e-06-1.5923e-05i,+0+0j,+0+0j,+43388+21749i,+103541-252009i,+43358.5+21693.8i,-0+0i,+0+0j,-0+0i,+103360-252330i,-0+0i,+100868-252649i,+12765.8-21407.4i,+87927.5-231522i,+3390.14+0.139567i,+76560.9+54702.2i,-13023.8-248577i,-22655.8-248868i,-22809.6-249165i,-28844-249455i,+384486-32876.4i,+368144-33738.7i,+21398.3+10702.4i,+379244+295685i,+5.22866e-09-1.25447e-08i,-0+0i,+377981+293358i,+0+0j,+7.72473e-06+1.75584e-05i,+22749.4+9.53818i,+165573-15868.3i,+112386+253905i,+17225.4+5.50353i,+10952.3+2.32182i,+8640.79+0.801133i,-0+0i,+165292-15952.3i,+0+0j,+0+0j,+62106.8-204498i,+50488.3+293733i,+61945.5-204783i,+45217.1+22622.7i,+16687.1-227478i,+16532.8-227925i,+16366.8-228383i,-0+0i,+77.0555-228617i,+0+0j,+49511.6+291536i,+6291.15-54805.5i,+42583.2+344911i,-0+0i,+42073.1+343719i,-0+0i,+41621.5+342836i,+41239.4+341955i,+3.73327e-07-2.5315e-06i,-0+0i,+6269.12+0.552222i,-2.48548e-06-7.49735e-06i,-2.50845e-06-7.52688e-06i,-2.52115e-06-7.523e-06i,-0+0i,+105942+253167i,+0+0j,+0+0j,-0+0i,+105828+252729i,+0+0j,+75941.6+764.027i,+29762.2+251450i,+65250.5+661.585i,+9782.15+2.18091i,+55418.5+608.849i,+46096.4+22295.8i,+1560.03+0.0314569i,+153670-233575i,+744576-347713i,+390926-31099.7i,+301547+239373i,+106042+253547i
2016-04-02 11:00:00 PDT,-0+0i,-0+0i,+719042-354880i,+0+0j,+0+0j,+0+0j,+714445-359706i,-0+0i,+64416.6+397.865i,+647938-363310i,+52178.9+359.63i,-0+0i,+265148-336269i,+42501.5+21262.6i,+9629.94-20951i,+0+0j,+0+0j,+34051.8-42565.2i,+81237.6-63282.3i,+18902-42595.5i,-0+0i,+81208.5-63368.8i,-0+0i,+81177.3-63456.7i,+18837-42664.1i,+62303.8-20888.3i,+18827.2-42690i,-0+0i,+18819-42709.5i,+43475.5+21755.4i,+1.38192e-06-9.0764e-06i,+1.33887e-06-9.08009e-06i,+0+0j,+0+0j,+43392.5+21751.4i,+98742-252255i,+43363.1+21696.1i,-0+0i,+0+0j,-0+0i,+98563.6-252571i,-0+0i,+96574.8-252887i,+12280-21403.5i,+84120.9-231760i,+2890.1+0.101415i,+76574.6+54712i,-16869.9-248834i,-25548-249124i,-25702.4-249421i,-31337.1-249712i,+375193-32773.3i,+358867-33600.3i,+21403.5+10705i,+372998+295251i,+8.3134e-10-3.39862e-09i,-0+0i,+371754+292950i,+0+0j,+3.23474e-06+1.14244e-05i,+18375.9+5.95059i,+165273-16499.2i,+111052+254166i,+13253.3+3.31872i,+8611.42+1.43577i,+6800.49+0.496009i,-0+0i,+164990-16584.9i,+0+0j,+0+0j,+62123.5-204529i,+50089.2+293104i,+61958.7-204814i,+45225.8+22627.1i,+16690.9-227513i,+16534.1-227957i,+16366.9-228410i,-0+0i,+77.0735-228643i,+0+0j,+49122.7+290916i,+4661.03-54821.3i,+43830.5+344311i,-0+0i,+43322.3+343121i,-0+0i,+42872.7+342239i,+42492.3+341360i,-9.51943e-06-7.73768e-06i,-0+0i,+4639.3+0.371044i,+1.82359e-07-1.14077e-05i,+1.96646e-07-1.13796e-05i,+1.70963e-07-1.13995e-05i,-0+0i,+106239+253428i,+0+0j,+0+0j,-0+0i,+106125+252992i,+0+0j,+73739.4+768.057i,+32259.9+251711i,+64684.1+671.494i,+9582.06+2.09187i,+55053.1+619.738i,+45712.1+22303.3i,+1160.02+0.0173867i,+148164-233413i,+725168-348368i,+380106-31082.2i,+295519+238978i,+106339+253810i
2016-04-02 12:00:00 PDT,-0+0i,-0+0i,+718002-354926i,+0+0j,+0+0j,+0+0j,+713462-359741i,-0+0i,+64438.7+398.566i,+646936-363338i,+52180.9+360.306i,-0+0i,+264810-336275i,+42502.5+21263.1i,+9630.97-20950.9i,+0+0j,+0+0j,+34054.6-42564.8i,+81244.4-63280.8i,+18904.7-42595.1i,-0+0i,+81215.2-63367.3i,-0+0i,+81183.9-63455.2i,+18839.7-42663.7i,+62307.7-20887.3i,+18829.9-42689.5i,-0+0i,+18821.6-42709i,+43476.7+21755.9i,+3.12229e-06+2.14809e-06i,+3.13757e-06+2.17345e-06i,+0+0j,+0+0j,+43394.1+21752.2i,+98404.1-252266i,+43364.7+21696.9i,-0+0i,+0+0j,-0+0i,+98226.1-252581i,-0+0i,+96287.7-252896i,+12231.6-21403.4i,+83882.3-231770i,+2840.1+0.0979315i,+76578+54714.4i,-17114.7-248846i,-25712.8-249137i,-25867.1-249434i,-31461.8-249725i,+374579-32779i,+358254-33603.4i,+21404.5+10705.5i,+372655+295259i,+1.39953e-09+1.18708e-08i,-0+0i,+371413+292959i,+0+0j,+1.20769e-06+9.27304e-06i,+18065.6+5.72491i,+165356-16501.1i,+110961+254180i,+12983.1+3.1813i,+8421.36+1.37443i,+6660.47+0.475759i,-0+0i,+165073-16587.1i,+0+0j,+0+0j,+62126.3-204540i,+50159.8+293111i,+61961.3-204824i,+45228.2+22628.3i,+16691.1-227525i,+16534.2-227968i,+16366.9-228421i,-0+0i,+77.0775-228655i,+0+0j,+49193.4+290923i,+4581.03-54824.3i,+43981.1+344321i,-0+0i,+43472.9+343130i,-0+0i,+43023.4+342248i,+42643+341370i,-2.08917e-07-2.42853e-06i,-0+0i,+4559.31+0.360423i,-1.40919e-07+1.90004e-06i,-1.42886e-07+1.90568e-06i,-1.59735e-07+1.91773e-06i,-0+0i,+106227+253443i,+0+0j,+0+0j,-0+0i,+106114+253007i,+0+0j,+73603.8+769.003i,+32384.2+251725i,+64628.9+672.801i,+9562.06+2.08301i,+55017.9+621.141i,+45674.9+22304.7i,+1120.02+0.0162072i,+147817-233417i,+724180-348428i,+379448-31093.7i,+295200+238990i,+106328+253825i
2016-04-02 13:00:00 PDT,-0+0i,-0+0i,+735043-354616i,+0+0j,+0+0j,+0+0j,+730219-359618i,-0+0i,+66009+393.791i,+662068-363332i,+52159.3+353.633i,-0+0i,+269748-336488i,+42489.9+21256.8i,+9622.03-20951.2i,+0+0j,+0+0j,+34450.3-42567.6i,+81185-63293.2i,+18880.1-42598.1i,-0+0i,+81157.3-63380.3i,-0+0i,+81127.3-63468.7i,+18816.4-42668.1i,+62275.1-20896.6i,+18806.7-42694.1i,-0+0i,+18798.4-42713.6i,+43467.5+21751.3i,+7.08078e-06-1.63883e-06i,+7.05154e-06-1.66326e-06i,+0+0j,+0+0j,+43379.8+21745i,+102231-252064i,+43350.3+21689.7i,-0+0i,+0+0j,-0+0i,+102051-252382i,-0+0i,+99900.1-252700i,+12457.2-21404.6i,+87267.8-231575i,+3080.11+0.115229i,+76546.2+54691.7i,-13670.8-248624i,-23130.6-248914i,-23284.6-249210i,-29159.1-249500i,+383305-32790.8i,+366522-33648.9i,+21394+10700.2i,+378097+295265i,-8.30666e-09-3.04154e-08i,-0+0i,+376833+292940i,+0+0j,+7.84987e-06+5.38072e-06i,+21368.2+8.30193i,+165656-16310.6i,+111983+253938i,+16014.7+4.7414i,+10072+1.99058i,+8100.7+0.70425i,-0+0i,+165374-16394.8i,+0+0j,+0+0j,+62547.9-204434i,+50124.8+293207i,+62385.2-204719i,+45204.3+22616.3i,+17139.2-227408i,+16984.1-227852i,+16817.1-228308i,-0+0i,+77.0036-228542i,+0+0j,+49152.2+291018i,+5961.12-54793.1i,+42556+344384i,-0+0i,+42047.6+343195i,-0+0i,+41597.4+342314i,+41216.6+341435i,+1.80465e-06-1.0411e-05i,-0+0i,+5939.15+0.515654i,-4.84162e-06+1.46967e-06i,-4.84668e-06+1.49598e-06i,-4.84931e-06+1.51782e-06i,-0+0i,+105869+253202i,+0+0j,+0+0j,-0+0i,+105755+252764i,+0+0j,+75552.3+761.042i,+30078.8+251490i,+65072.3+659.624i,+9892.2+2.23074i,+55130.4+607.103i,+45806.7+22290.7i,+1280.02+0.0211822i,+152414-233676i,+742647-347846i,+389578-31024.1i,+299839+238953i,+105969+253581i
2016-04-02 14:00:00 PDT,-0+0i,-0+0i,+772714-353890i,+0+0j,+0+0j,+0+0j,+767250-359317i,-0+0i,+69405.7+383.266i,+695579-363301i,+52111.8+338.843i,-0+0i,+280324-336957i,+42462.4+21243.1i,+9601.99-20952.2i,+0+0j,+0+0j,+34816.8-42574.9i,+81056.4-63321.3i,+18826.4-42605.8i,-0+0i,+81032.3-63409.8i,-0+0i,+81005.3-63499.4i,+18765.5-42679.1i,+62205.9-20917.1i,+18755.9-42705.2i,-0+0i,+18747.6-42724.7i,+43449.6+21742.1i,-3.09864e-06-1.36988e-06i,-3.11551e-06-1.37787e-06i,+0+0j,+0+0j,+43349.6+21729.7i,+110836-251600i,+43320+21674.5i,-0+0i,+0+0j,-0+0i,+110651-251925i,-0+0i,+108035-252248i,+12915.6-21407.5i,+94941.6-231125i,+3570.15+0.154943i,+76477.9+54642.9i,-5870.68-248116i,-17341.3-248404i,-17494.5-248700i,-23848.6-248986i,+402634-32819.8i,+385368-33755i,+21370.8+10688.6i,+390101+295380i,+8.94919e-09+3.23155e-08i,-0+0i,+388789+292996i,+0+0j,+1.87346e-06+5.43153e-06i,+29476.6+16.8549i,+166110-15783.3i,+114444+253380i,+23649.9+10.0711i,+14224+4.06394i,+11791.5+1.49459i,-0+0i,+165832-15862.9i,+0+0j,+0+0j,+62930.8-204205i,+50391.1+293530i,+62774.4-204489i,+45151.3+22589.8i,+17582.6-227152i,+17432.4-227600i,+17267.1-228063i,-0+0i,+76.8666-228297i,+0+0j,+49404.3+291337i,+9441.46-54723.4i,+39318.9+344633i,-0+0i,+38809.8+343448i,-0+0i,+38358.2+342569i,+37976.5+341689i,+9.3454e-07+5.36542e-07i,-0+0i,+9418.84+1.01579i,+9.69826e-06-9.63285e-06i,+9.7007e-06-9.61896e-06i,+9.6968e-06-9.59459e-06i,-0+0i,+104848+252647i,+0+0j,+0+0j,-0+0i,+104732+252209i,+0+0j,+79850.3+743.301i,+24763.2+250953i,+65758.4+629.878i,+10322.4+2.43239i,+55385.2+576.019i,+46104.3+22259.8i,+1640.03+0.0348225i,+162750-234244i,+783638-346495i,+412368-30862.8i,+310896+238961i,+104949+253021i
2016-04-02 15:00:00 PDT,-0+0i,-0+0i,+907997-350550i,+0+0j,+0+0j,+0+0j,+900559-357656i,-0+0i,+81838.9+344.709i,+815947-362703i,+51927.7+282.798i,-0+0i,+318356-338619i,+42352.2+21187.9i,+9528.43-20952.9i,+0+0j,+0+0j,+37138.4-42591.4i,+80561.8-63413.8i,+18626.2-42624i,-0+0i,+80549.9-63507.4i,-0+0i,+80533.1-63601.2i,+18575.6-42708.8i,+61929.6-20991.4i,+18566.3-42735.5i,-0+0i,+18558.1-42754.9i,+43364.6+21698.8i,-3.77321e-07-1.0639e-05i,-4.1198e-07-1.06215e-05i,+0+0j,+0+0j,+43222.1+21665.4i,+140777-249914i,+43192.1+21610.5i,-0+0i,+0+0j,-0+0i,+140571-250264i,-0+0i,+136674-250612i,+14238.9-21413.1i,+122244-229506i,+5010.3+0.306234i,+76197.2+54442.4i,+21923.8-246271i,+3211.21-246557i,+3059.44-246852i,-4975.77-247128i,+472372-32656.7i,+452294-33899.7i,+21277.4+10641.7i,+432616+295238i,+9.47116e-10+5.62633e-09i,-0+0i,+431118+292624i,+0+0j,-6.22688e-06-2.9936e-06i,+57007.7+68.6029i,+167745-14502.8i,+122750+251368i,+49542.5+43.1027i,+28156.4+16.5982i,+24456.4+6.47016i,-0+0i,+167479-14565.6i,+0+0j,+0+0j,+65370.3-203249i,+50308.5+293916i,+65234.2-203530i,+44933.7+22480.9i,+20263.1-226086i,+20128.9-226545i,+19968.1-227029i,-0+0i,+76.2889-227264i,+0+0j,+49276.8+291720i,+21383.9-54443.8i,+27220.3+344738i,-0+0i,+26710+343568i,-0+0i,+26254+342700i,+25870.1+341819i,-1.49716e-05+4.07749e-06i,-0+0i,+21358.8+3.86476i,-2.20585e-06+1.39332e-06i,-2.21168e-06+1.39475e-06i,-2.21812e-06+1.3975e-06i,-0+0i,+101207+250646i,+0+0j,+0+0j,-0+0i,+101086+250205i,+0+0j,+95098.4+679.072i,+5886.1+249018i,+68298.9+517.4i,+12303.4+3.47493i,+55940.4+458.143i,+46816.8+22136.9i,+2600.09+0.0880181i,+198934-236300i,+930673-340681i,+494108-29932.8i,+348483+238389i,+101308+251000i
2016-04-02 16:00:00 PDT,-0+0i,-0+0i,+1.08956e+06-344042i,+0+0j,+0+0j,+0+0j,+1.07868e+06-353794i,-0+0i,+97325.7+295.042i,+977803-360522i,+51679+207.202i,-0+0i,+370773-340300i,+42204.2+21113.9i,+9427.97-20954.1i,+0+0j,+0+0j,+41064-42612.3i,+79875.9-63540i,+18348.5-42648.3i,-0+0i,+79879.8-63640.4i,-0+0i,+79876.1-63739.7i,+18311.8-42748.6i,+61544.6-21093.4i,+18303.1-42776.1i,-0+0i,+18294.8-42795.6i,+43245.1+21638.1i,-2.08736e-06-5.58199e-06i,-2.08001e-06-5.55711e-06i,+0+0j,+0+0j,+43046.7+21576.7i,+182069-247510i,+43015.9+21522.4i,-0+0i,+0+0j,-0+0i,+181823-247912i,-0+0i,+175534-248311i,+16727-21420.2i,+158589-227238i,+7660.71+0.719393i,+75814.1+54168.6i,+58939.3-243705i,+30658.6-243999i,+30505.5-244300i,+19463.3-244572i,+566141-32116.3i,+541395-33847.2i,+21153.1+10579.2i,+489917+295274i,+2.95839e-09+1.67392e-08i,-0+0i,+488170+292311i,+0+0j,+9.93479e-07+1.5353e-05i,+93186.5+188.97i,+169455-12762.3i,+133787+248689i,+82778.8+120.382i,+46585.3+45.8533i,+40517.7+17.9084i,-0+0i,+169204-12801.6i,+0+0j,+0+0j,+69532.6-201980i,+48844.2+294479i,+69420.4-202259i,+44646.3+22337.1i,+24740.8-224674i,+24625.8-225148i,+24470.1-225662i,-0+0i,+75.5379-225898i,+0+0j,+47751.7+292276i,+36149.8-54071.4i,+10891.7+344923i,-0+0i,+10375.2+343765i,-0+0i,+9909.7+342905i,+9520.41+342018i,+9.25592e-06-3.19068e-06i,-0+0i,+36121.1+9.9201i,-4.74157e-06+2.44933e-06i,-4.73975e-06+2.47177e-06i,-4.75878e-06+2.47618e-06i,-0+0i,+97474.1+247973i,+0+0j,+0+0j,-0+0i,+97347.1+247525i,+0+0j,+115800+611.738i,-18533.1+246407i,+72961.4+370.427i,+15705.6+5.70519i,+57192.5+300.593i,+48285.4+21972.9i,+4400.25+0.254013i,+248072-238593i,+1.12633e+06-330280i,+602631-28170.8i,+397564+237739i,+97575.6+248304i
2016-04-02 17:00:00 PDT,-0+0i,-0+0i,+1.19797e+06-339024i,+0+0j,+0+0j,+0+0j,+1.18458e+06-350577i,-0+0i,+106036+264.598i,+1.07447e+06-358444i,+51523.1+160.117i,-0+0i,+402735-341037i,+42111.2+21067.4i,+9365.22-20954.5i,+0+0j,+0+0j,+43831.6-42622.1i,+79439.9-63615.6i,+18173.7-42660.6i,-0+0i,+79452.9-63720i,-0+0i,+79456.7-63822.6i,+18145.3-42770.2i,+61296.6-21156.7i,+18137-42798.4i,-0+0i,+18128.7-42817.9i,+43164.5+21597.3i,-3.38313e-06-1.239e-05i,-3.37465e-06-1.23553e-05i,+0+0j,+0+0j,+42933.1+21519.1i,+207242-246012i,+42901.8+21465.3i,-0+0i,+0+0j,-0+0i,+206964-246454i,-0+0i,+198873-246893i,+18605.5-21422.9i,+180029-225848i,+9641.13+1.14298i,+75569.1+53993.6i,+80801.1-242132i,+46942-242437i,+46786.2-242746i,+33536.9-243018i,+622090-31564.3i,+594083-33628.8i,+21075.7+10540.4i,+524070+295180i,+1.23004e-08+5.54546e-09i,-0+0i,+522169+291983i,+0+0j,+1.08578e-05-9.88917e-06i,+114312+286.224i,+170056-11954.1i,+140348+247099i,+101740+182.583i,+57378.6+69.4977i,+49526.5+26.896i,-0+0i,+169813-11978.4i,+0+0j,+0+0j,+72477-201186i,+47112.8+294545i,+72377.6-201465i,+44467.3+22247.6i,+27879-223793i,+27774.3-224275i,+27621.6-224807i,-0+0i,+75.0596-225045i,+0+0j,+45985.4+292339i,+44284.4-53840.1i,+969.692+344757i,-0+0i,+447.921+343603i,-0+0i,-24.567+342746i,-417.817+341853i,-6.73632e-06+6.27543e-06i,-0+0i,+44253.3+14.5517i,-2.20011e-06-7.93503e-06i,-2.21658e-06-7.95938e-06i,-2.22294e-06-7.96429e-06i,-0+0i,+95899.2+246381i,+0+0j,+0+0j,-0+0i,+95769.2+245929i,+0+0j,+128282+579.835i,-32581.9+244842i,+76418.7+282.461i,+18137.5+7.64477i,+58211.4+204.141i,+49438.9+21871.1i,+5760.43+0.437411i,+277668-239746i,+1.24245e+06-322629i,+666713-26784.9i,+425944+237166i,+96000.7+246702i
2016-04-02 18:00:00 PDT,-0+0i,-0+0i,+1.29996e+06-333443i,+0+0j,+0+0j,+0+0j,+1.28353e+06-346836i,-0+0i,+113391+237.628i,+1.16555e+06-355862i,+51382.8+117.93i,-0+0i,+433813-341422i,+42027.5+21025.5i,+9308.79-20954.7i,+0+0j,+0+0j,+46613.1-42630.8i,+79039.8-63684.9i,+18012.6-42672i,-0+0i,+79061.2-63793.1i,-0+0i,+79072-63898.8i,+17992-42790.4i,+61069.9-21214.5i,+17984.2-42819.6i,-0+0i,+17976-42839i,+43091.8+21560.5i,+5.9528e-06+5.83643e-06i,+5.90316e-06+5.85991e-06i,+0+0j,+0+0j,+42829.3+21466.4i,+232101-244575i,+42797.3+21413i,-0+0i,+0+0j,-0+0i,+231788-245066i,-0+0i,+221340-245553i,+21041.2-21424.9i,+200037-224541i,+12171.8+1.82705i,+75344.4+53833i,+101197-240661i,+62262.5-240981i,+62103.5-241300i,+46206-241577i,+674598-30905.7i,+643331-33310i,+21006+10505.3i,+556667+295211i,+1.79122e-09+7.52015e-09i,-0+0i,+554622+291780i,+0+0j,+1.45955e-05+3.08196e-06i,+134220+394.77i,+170365-11211.9i,+146667+245663i,+119038+251.36i,+67674.7+95.9289i,+57485.9+36.4053i,-0+0i,+170130-11221.7i,+0+0j,+0+0j,+75444.2-200481i,+45017.4+294635i,+75356-200762i,+44308.5+22168.1i,+31018.2-223012i,+30922.7-223505i,+30773.1-224055i,-0+0i,+74.5824-224295i,+0+0j,+43855.6+292424i,+51249-53632.5i,-8144.54+344634i,-0+0i,-8673.2+343481i,-0+0i,-9153.82+342623i,-9552.1+341723i,+4.75702e-06+4.15515e-07i,-0+0i,+51216.1+19.0268i,+7.1093e-07+3.22003e-06i,+7.31767e-07+3.26462e-06i,+7.00673e-07+3.23618e-06i,-0+0i,+95253.4+244943i,+0+0j,+0+0j,-0+0i,+95121.6+244483i,+0+0j,+140289+563.196i,-45225.7+243410i,+80566.6+206.214i,+20790+10.0876i,+59698.7+117.24i,+51051+21779.1i,+7560.75+0.756872i,+306326-240572i,+1.35067e+06-314384i,+726099-25283.4i,+452570+236697i,+95353.6+245254i
2016-04-02 19:00:00 PDT,-0+0i,-0+0i,+1.38751e+06-327781i,+0+0j,+0+0j,+0+0j,+1.36829e+06-342884i,-0+0i,+119103+211.591i,+1.24411e+06-352983i,+51251.9+79.2916i,-0+0i,+461718-341520i,+41947+20985.2i,+9258.6-20952.9i,+0+0j,+0+0j,+50668.1-42628.8i,+78656.4-63739.6i,+17863.4-42674.1i,-0+0i,+78683.9-63850.5i,-0+0i,+78699.9-63958.5i,+17850-42799.7i,+60843.4-21266.4i,+17842.7-42829.7i,-0+0i,+17834.5-42849.1i,+43007.8+21518.2i,+5.86369e-06-2.50189e-06i,+5.85354e-06-2.45389e-06i,+0+0j,+0+0j,+42721.3+21411.5i,+253361-243362i,+42688.5+21358.6i,-0+0i,+0+0j,-0+0i,+253012-243902i,-0+0i,+240427-244437i,+23355.1-21422.5i,+216787-223462i,+14572.6+2.62657i,+75117.7+53671.1i,+118321-239426i,+75112.5-239761i,+74948.6-240091i,+56241.9-240375i,+720259-30076.3i,+684418-32804.9i,+20939.1+10471.6i,+584484+294707i,+5.28819e-09+5.24237e-09i,-0+0i,+582313+291053i,+0+0j,+9.30037e-06+5.9709e-06i,+149119+485.186i,+170464-11205.2i,+151490+244485i,+131204+307.537i,+75326.4+117.992i,+63023.4+43.9449i,-0+0i,+170235-11202.9i,+0+0j,+0+0j,+79781.5-199771i,+41287.7+293961i,+79697.7-200055i,+44152.8+22090.2i,+35516.2-222230i,+35425-222729i,+35275.7-223294i,-0+0i,+74.0632-223536i,+0+0j,+40102.9+291749i,+55732.4-53436.3i,-16393.4+343767i,-0+0i,-16927.3+342614i,-0+0i,-17414.2+341755i,-17816.5+340851i,-2.6236e-06-7.67189e-06i,-0+0i,+55698.2+22.2912i,+8.33184e-06-1.50456e-06i,+8.32544e-06-1.51395e-06i,+8.31002e-06-1.51141e-06i,-0+0i,+95595.5+243760i,+0+0j,+0+0j,-0+0i,+95463.2+243294i,+0+0j,+150645+552.556i,-55232.3+242225i,+85186.9+139.426i,+24093.4+13.6043i,+61006.1+37.272i,+52471.4+21691.2i,+9161.1+1.1159i,+330479-241105i,+1.44201e+06-306305i,+776147-23678.8i,+472464+235712i,+95693.7+244065i
